MSA,Barren Land (Rock/Sand/Clay),Cultivated Crops,Deciduous Forest,"Developed, High Intensity","Developed, Low Intensity","Developed, Medium Intensity","Developed, Open Space",Emergent Herbaceous Wetlands,Evergreen Forest,Grassland/Herbaceous,Mixed Forest,Open Water,Pasture/Hay,Shrubland,Woody Wetlands
"Knoxville, TN",26937.0,52059.0,4755739.0,99635.0,551403.0,298138.0,741660.0,4869.0,303445.0,192986.0,1115836.0,419230.0,1777805.0,134891.0,28795.0
"Kokomo, IN",1126.0,632252.0,41199.0,10981.0,47588.0,28022.0,47244.0,2227.0,378.0,2559.0,2588.0,4391.0,16072.0,342.0,8852.0
"La Crosse-Onalaska, WI-MN",3311.0,620957.0,1134735.0,15233.0,90659.0,50615.0,87015.0,89863.0,23653.0,34525.0,87969.0,103348.0,563140.0,3866.0,109494.0
"Lafayette, LA",3296.0,3068141.0,5575.0,48058.0,485890.0,149827.0,246785.0,2120250.0,32607.0,32625.0,60384.0,875585.0,1021226.0,9764.0,2372008.0
"Lafayette-West Lafayette, IN",3946.0,2863039.0,259906.0,24605.0,120827.0,71015.0,140048.0,7008.0,890.0,14125.0,35235.0,22294.0,94953.0,479.0,38195.0
"Lake Charles, LA",29241.0,498007.0,1810.0,54630.0,254882.0,111573.0,139579.0,3095378.0,490164.0,92480.0,63397.0,1493055.0,858461.0,67108.0,616573.0
"Lake Havasu City-Kingman, AZ",584213.0,72975.0,24091.0,22990.0,159868.0,107895.0,291778.0,50745.0,3303705.0,891420.0,2668.0,264684.0,3411.0,32850240.0,108493.0
"Lakeland-Winter Haven, FL",78114.0,507245.0,16739.0,64411.0,296861.0,187541.0,460619.0,343279.0,346893.0,323831.0,67556.0,458229.0,835343.0,256489.0,1542471.0
"Lancaster, PA",8687.0,1173346.0,365317.0,46814.0,220807.0,111517.0,258586.0,4662.0,4358.0,7890.0,135728.0,96616.0,352545.0,27134.0,16996.0
"Lansing-East Lansing, MI",6684.0,2558560.0,394184.0,56310.0,252236.0,142349.0,280593.0,51916.0,8275.0,6213.0,45696.0,33690.0,363146.0,922.0,733706.0
"Laredo, TX",49842.0,8213.0,3979.0,51107.0,97710.0,112953.0,72668.0,39103.0,17653.0,734569.0,7492.0,31952.0,303628.0,8098343.0,86991.0
"Las Cruces, NM",202469.0,410351.0,1.0,21508.0,97507.0,78965.0,124223.0,1750.0,56483.0,2210469.0,0.0,19160.0,361.0,7755123.0,2529.0
"Las Vegas-Henderson-Paradise, NV",620032.0,15391.0,2201.0,264672.0,305702.0,612135.0,169728.0,43248.0,1070396.0,3539997.0,16166.0,308682.0,4158.0,16164142.0,59624.0
"Lawrence, KS",3536.0,289579.0,247782.0,9340.0,69535.0,31582.0,52725.0,6041.0,3058.0,33596.0,26522.0,55297.0,527458.0,3300.0,6402.0
"Lawton, OK",17268.0,1160105.0,279421.0,20715.0,79378.0,70740.0,143434.0,3425.0,8727.0,2935264.0,28911.0,65425.0,7577.0,145835.0,714.0
"Lebanon, PA",2705.0,327080.0,290524.0,16897.0,71163.0,33494.0,81285.0,1872.0,5839.0,3565.0,46899.0,5245.0,143368.0,5068.0,8235.0
"Lewiston, ID-WA",300.0,1057576.0,8275.0,4902.0,46144.0,30443.0,84901.0,11055.0,737681.0,1642077.0,1839.0,38681.0,33303.0,607079.0,3144.0
"Lewiston-Auburn, ME",10537.0,10784.0,155662.0,14022.0,61000.0,39185.0,60192.0,18337.0,200947.0,19206.0,461324.0,73533.0,142267.0,22108.0,141374.0
"Lexington-Fayette, KY",6900.0,132171.0,634605.0,49778.0,172717.0,136954.0,230275.0,900.0,26789.0,10364.0,174818.0,19639.0,2664637.0,9797.0,963.0
"Lima, OH",906.0,794511.0,93819.0,18220.0,72589.0,40123.0,88060.0,3410.0,781.0,8696.0,859.0,11722.0,32891.0,247.0,4375.0
"Lincoln, NE",3959.0,2522737.0,180781.0,42919.0,153623.0,104761.0,146726.0,20052.0,886.0,801566.0,3871.0,39405.0,60261.0,1224.0,10220.0
"Little Rock-North Little Rock-Conway, AR",36263.0,1605352.0,1848287.0,104489.0,460005.0,254804.0,554457.0,68679.0,2455669.0,384494.0,781268.0,316806.0,1649955.0,351783.0,1209552.0
"Logan, UT-ID",1130.0,1129831.0,954864.0,13268.0,71222.0,36681.0,119328.0,59230.0,790660.0,77009.0,72579.0,36527.0,111787.0,1802425.0,20317.0
"Longview, TX",18498.0,116.0,244929.0,39781.0,272624.0,112877.0,172207.0,47300.0,891539.0,210180.0,954359.0,84905.0,1405886.0,188812.0,555591.0
"Longview, WA",15094.0,6489.0,154827.0,19736.0,75413.0,40809.0,128367.0,41127.0,2012297.0,148966.0,163511.0,83689.0,111798.0,298750.0,55997.0
"Los Angeles-Long Beach-Anaheim, CA",126189.0,29070.0,246.0,1012847.0,1110023.0,2388709.0,789599.0,49419.0,298830.0,1692114.0,148356.0,108233.0,186474.0,6122165.0,38839.0
"Louisville/Jefferson County, KY-IN",25869.0,1432988.0,3788313.0,149949.0,445355.0,289097.0,719946.0,9769.0,92609.0,60944.0,691251.0,153068.0,2473702.0,29136.0,113675.0
"Lubbock, TX",12485.0,4930637.0,6844.0,36317.0,151429.0,91456.0,293976.0,51068.0,4078.0,1201820.0,6.0,41040.0,45162.0,881188.0,9589.0
"Lynchburg, VA",3843.0,44484.0,2274901.0,20484.0,213434.0,58704.0,279700.0,1799.0,475832.0,277378.0,964486.0,71452.0,1280822.0,196365.0,14090.0
"Macon-Bibb County, GA",29126.0,110154.0,940505.0,29694.0,139188.0,66892.0,254245.0,20814.0,1386228.0,350572.0,574651.0,74168.0,367196.0,207246.0,449983.0
"Madera, CA",100503.0,1674875.0,50447.0,10987.0,55078.0,34833.0,156734.0,18585.0,1303549.0,1846433.0,9963.0,34922.0,10728.0,873275.0,7854.0
"Madison, WI",19478.0,4316453.0,1501379.0,57284.0,376664.0,182246.0,350445.0,445679.0,44506.0,18663.0,246390.0,195651.0,1650418.0,22216.0,316804.0
"Manchester-Nashua, NH",13886.0,5273.0,352941.0,44927.0,164592.0,137854.0,146118.0,22389.0,476360.0,30716.0,797745.0,43166.0,89384.0,42031.0,200439.0
"Manhattan, KS",11193.0,779146.0,470276.0,12460.0,97910.0,41045.0,105831.0,39768.0,19999.0,2260032.0,19611.0,95546.0,294438.0,7078.0,15409.0
"Mankato-North Mankato, MN",8211.0,2672658.0,165811.0,18457.0,68144.0,55042.0,110521.0,172295.0,267.0,28235.0,1830.0,88294.0,55226.0,758.0,101313.0
"Mansfield, OH",1028.0,514054.0,314727.0,17476.0,66372.0,34118.0,101234.0,2196.0,11075.0,5766.0,124255.0,12232.0,214299.0,3286.0,17145.0
"McAllen-Edinburg-Mission, TX",47284.0,1416310.0,36116.0,84682.0,298974.0,236428.0,237788.0,17624.0,24919.0,455057.0,32824.0,46368.0,717967.0,866731.0,36860.0
"Medford, OR",12941.0,3517.0,61562.0,24995.0,98820.0,62647.0,223483.0,29133.0,5078889.0,460727.0,150417.0,33444.0,478677.0,1311460.0,30533.0
"Memphis, TN-MS-AR",27666.0,4495415.0,2200738.0,184009.0,611847.0,421998.0,702293.0,93009.0,619851.0,94754.0,995198.0,464349.0,2136965.0,155831.0,1495937.0
"Merced, CA",26095.0,2561057.0,219.0,21935.0,95385.0,82793.0,149295.0,499677.0,2067.0,1888278.0,72326.0,81568.0,75501.0,126984.0,11087.0
"Miami-Fort Lauderdale-West Palm Beach, FL",41386.0,2357148.0,1244.0,442111.0,1303188.0,1122873.0,724376.0,7149413.0,28027.0,37080.0,15054.0,1143666.0,77400.0,36177.0,1265538.0
"Michigan City-La Porte, IN",2295.0,1034663.0,196143.0,14165.0,78474.0,38308.0,70086.0,20019.0,5538.0,43040.0,9478.0,14054.0,65694.0,9806.0,136256.0
"Midland, MI",2502.0,354378.0,234144.0,13451.0,62898.0,27292.0,65074.0,22779.0,9836.0,21343.0,32932.0,14366.0,22429.0,5927.0,630189.0
"Midland, TX",27265.0,1294436.0,1931.0,24126.0,132647.0,78214.0,228695.0,12540.0,127.0,68671.0,50.0,13715.0,3704.0,3290238.0,54303.0
"Milwaukee-Waukesha-West Allis, WI",26524.0,997358.0,397026.0,160470.0,573239.0,406160.0,420955.0,191947.0,29002.0,30201.0,37572.0,96110.0,459612.0,7264.0,465291.0
"Minneapolis-St. Paul-Bloomington, MN-WI",60394.0,8280265.0,2997528.0,404569.0,1340213.0,1052630.0,1366085.0,1874588.0,178008.0,141222.0,331323.0,1309682.0,3056691.0,35523.0,937676.0
"Missoula, MT",68355.0,49444.0,9192.0,8381.0,61741.0,42734.0,65977.0,61023.0,5028569.0,567295.0,5765.0,58595.0,112479.0,1320729.0,70997.0
"Mobile, AL",23912.0,119162.0,5680.0,38918.0,173453.0,101335.0,316245.0,117338.0,1178824.0,122569.0,112867.0,107762.0,244241.0,193258.0,795542.0
"Modesto, CA",10417.0,1800897.0,464.0,54691.0,107337.0,152418.0,112428.0,33969.0,997.0,1681818.0,95831.0,46543.0,94239.0,144178.0,20339.0
"Monroe, LA",11359.0,284677.0,66784.0,23973.0,176219.0,72397.0,158219.0,60282.0,1491387.0,162285.0,147288.0,138701.0,129208.0,259855.0,1239962.0
"Monroe, MI",11857.0,921450.0,177611.0,23905.0,114539.0,59600.0,112310.0,34018.0,822.0,10215.0,4833.0,37188.0,66569.0,1581.0,47745.0
"Montgomery, AL",23529.0,215024.0,1217581.0,35591.0,205774.0,117315.0,368500.0,66957.0,1558175.0,270373.0,754046.0,209736.0,1664898.0,318459.0,992566.0
"Morgantown, WV",8578.0,28121.0,1847434.0,11973.0,56993.0,35054.0,167795.0,6544.0,10257.0,34008.0,278147.0,25973.0,382966.0,26701.0,7429.0
"Morristown, TN",16429.0,24545.0,333660.0,11251.0,70406.0,34898.0,119820.0,935.0,39851.0,16280.0,66522.0,134262.0,532526.0,7561.0,1392.0
"Mount Vernon-Anacortes, WA",216277.0,244055.0,154877.0,20098.0,92569.0,54872.0,138381.0,66328.0,2942309.0,127950.0,329106.0,71543.0,163520.0,312228.0,70652.0
"Muncie, IN",1572.0,763809.0,92166.0,10852.0,62360.0,29685.0,79634.0,4282.0,735.0,7701.0,1727.0,10941.0,60582.0,584.0,12567.0
"Muskegon, MI",7582.0,287863.0,425772.0,22713.0,111289.0,56984.0,104177.0,30385.0,64870.0,66626.0,103525.0,59495.0,6130.0,6686.0,163626.0
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",19439.0,731662.0,4125.0,37792.0,308503.0,174684.0,383564.0,256076.0,1093752.0,143755.0,11764.0,163916.0,17588.0,226900.0,2290419.0
"Napa, CA",983.0,160480.0,17751.0,14117.0,45270.0,44928.0,56155.0,37391.0,169334.0,999734.0,95948.0,121098.0,6276.0,495297.0,4561.0
"Naples-Immokalee-Marco Island, FL",7028.0,203657.0,296.0,39059.0,203611.0,151331.0,200982.0,1325828.0,257979.0,26507.0,66141.0,231429.0,226195.0,13302.0,3101147.0
"Nashville-Davidson--Murfreesboro--Franklin, TN",28948.0,881484.0,6734946.0,186119.0,832541.0,483999.0,1282959.0,22060.0,700165.0,133024.0,1583165.0,245080.0,5081334.0,113574.0,45070.0
"New Bern, NC",7046.0,735393.0,25069.0,10620.0,85370.0,33241.0,177638.0,208975.0,928276.0,114517.0,192533.0,164674.0,16125.0,157747.0,1658109.0
"New Haven-Milford, CT",7013.0,10182.0,689766.0,71175.0,237164.0,220015.0,239965.0,27725.0,6801.0,14570.0,80515.0,45589.0,32843.0,4793.0,98253.0
"New Orleans-Metairie, LA",51482.0,239151.0,9456.0,175159.0,481835.0,372236.0,283308.0,3807781.0,830355.0,74088.0,20544.0,5145845.0,286775.0,79391.0,2013201.0
"New York-Newark-Jersey City, NY-NJ-PA",151935.0,564261.0,7675673.0,1279712.0,2726762.0,2309980.0,3238602.0,437514.0,615922.0,164101.0,1010723.0,1978021.0,1527038.0,109292.0,2190495.0
"Niles-Benton Harbor, MI",7094.0,789953.0,282838.0,17590.0,126477.0,54590.0,132757.0,11028.0,6041.0,13041.0,20741.0,23878.0,3918.0,1356.0,179360.0
"North Port-Sarasota-Bradenton, FL",22467.0,116224.0,24968.0,84864.0,364799.0,316482.0,355544.0,191020.0,133420.0,28475.0,61826.0,288846.0,909173.0,103711.0,1030684.0
"Norwich-New London, CT",8134.0,31258.0,983407.0,29359.0,106308.0,92734.0,120945.0,27735.0,21509.0,24817.0,157257.0,87648.0,80281.0,13307.0,223849.0
"Ocala, FL",17903.0,42406.0,4808.0,22665.0,224063.0,91877.0,478592.0,103876.0,1974122.0,99193.0,7228.0,87110.0,985989.0,220341.0,424661.0
"Ocean City, NJ",11137.0,28832.0,47901.0,30347.0,51290.0,35941.0,47475.0,191579.0,9966.0,3834.0,48543.0,99879.0,2203.0,4351.0,209314.0
"Odessa, TX",10400.0,1035.0,9.0,18356.0,81681.0,63533.0,129279.0,2389.0,1.0,56798.0,0.0,731.0,0.0,2217757.0,12791.0
"Ogden-Clearfield, UT",4913503.0,1186259.0,1476554.0,87568.0,240468.0,218454.0,227766.0,666096.0,884433.0,2022531.0,35147.0,2721140.0,274268.0,9834940.0,56766.0
"Oklahoma City, OK",29470.0,2278249.0,3088333.0,213017.0,511712.0,555811.0,773185.0,37661.0,157607.0,7407428.0,16510.0,210950.0,583050.0,171931.0,27224.0
"Olympia-Tumwater, WA",7646.0,4240.0,73940.0,25570.0,148170.0,82469.0,132957.0,56030.0,821161.0,61715.0,177792.0,92346.0,258932.0,136821.0,108230.0
"Omaha-Council Bluffs, NE-IA",46621.0,8836260.0,645852.0,122765.0,553943.0,324567.0,399129.0,88616.0,16819.0,770104.0,11393.0,174573.0,546294.0,10705.0,134551.0
"Orlando-Kissimmee-Sanford, FL",40994.0,116910.0,12944.0,173107.0,811424.0,600967.0,944492.0,722475.0,924767.0,89007.0,120252.0,1119119.0,2286876.0,369458.0,3210749.0
"Oshkosh-Neenah, WI",4825.0,648468.0,30785.0,23626.0,97594.0,64706.0,59684.0,179937.0,1181.0,1673.0,6953.0,397159.0,83148.0,304.0,64707.0
"Owensboro, KY",3391.0,1222008.0,649626.0,13761.0,58483.0,33512.0,123287.0,9173.0,5110.0,12495.0,61474.0,87974.0,315546.0,12158.0,73240.0
"Oxnard-Thousand Oaks-Ventura, CA",32072.0,291153.0,97.0,36781.0,186314.0,237273.0,195720.0,40869.0,566444.0,916696.0,100866.0,18943.0,30270.0,2669316.0,22715.0
"Palm Bay-Melbourne-Titusville, FL",13970.0,54547.0,1912.0,57667.0,287950.0,197133.0,267336.0,526883.0,129768.0,26868.0,11977.0,821991.0,295740.0,30374.0,1002275.0
"Panama City, FL",59416.0,11776.0,3428.0,27162.0,145230.0,97754.0,214518.0,366148.0,571666.0,294234.0,1536.0,375552.0,13882.0,262423.0,1735834.0
"Parkersburg-Vienna, WV",855.0,3249.0,1117050.0,10501.0,53299.0,29297.0,104167.0,442.0,21025.0,12558.0,153936.0,35825.0,202742.0,14248.0,929.0
"Pensacola-Ferry Pass-Brent, FL",41764.0,414163.0,5107.0,44582.0,252882.0,139124.0,356132.0,93836.0,1837469.0,215806.0,53780.0,620401.0,142004.0,264705.0,969868.0
"Peoria, IL",8336.0,4899564.0,794421.0,53496.0,351332.0,168667.0,197181.0,35563.0,1678.0,16190.0,114251.0,160693.0,356481.0,3119.0,84805.0
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",38252.0,1846071.0,2254579.0,476572.0,1496262.0,910135.0,1995088.0,340465.0,383760.0,95070.0,680034.0,355073.0,1207564.0,112006.0,1469235.0
"Phoenix-Mesa-Scottsdale, AZ",992257.0,2789102.0,69.0,471251.0,1090885.0,1423585.0,995395.0,78865.0,143652.0,5200359.0,885.0,90474.0,33611.0,28405788.0,294610.0
"Pine Bluff, AR",6832.0,2007197.0,200312.0,19042.0,147251.0,55086.0,136371.0,65339.0,1491724.0,157109.0,67304.0,128879.0,129163.0,166835.0,1221101.0
"Pittsburgh, PA",41680.0,1055362.0,6805750.0,267504.0,1004149.0,640662.0,1355176.0,10279.0,27363.0,138607.0,1824137.0,180053.0,1898950.0,86121.0,38754.0
