msa,Node count,Edge count,Degree average,Edge length total (km),Edge length average (km),Streets per node average,Intersection count,Street length total (km),Street segment count,Street length average (km),Circuity average,Self-loop proportion,Node density (per sq km),Intersection density (per sq km),Edge density (km/sq km),Street density (km/sq km),Building area (sq km),Area (sq km),Carbon Dioxide (Ton),Methane (Ton),Nitrous Oxide (Ton),"    Car, truck, or van:",    Public transportation (excluding taxicab):,    Bicycle,    Walked,"    Taxicab, motorcycle, or other means",    Worked from home,Median Income,Employment Rate,Unemployment Rate,    Total population,Total housing units
"Roanoke, VA",17685,42174,4.769465648854962,14040.744540999816,0.3329241841181727,2.5085100367543114,12200,7333.436579000009,22148,331.11055530973493,1.1211864402952498,0.0088495575221238,3.604673172839855,2.486684348806685,2.8618770242374714,1.4947493413086692,4.865395589737393,4906.131333417753,495830.1878061302,35.09263549781925,8.0887011417405,88.33358422399519,1.1515881378895076,0.1710618148974313,2.145115158813789,1.0475825544318695,7.151068109972219,"57,642",0.578,0.047,"313,289","146,679"
"Rochester, MN",15155,38716,5.10933685252392,17591.067727000074,0.4543617038692032,2.7276806334543053,11541,9121.635908999968,20601,442.77636566185953,1.0556854537742926,0.0068928692781903,2.335246499322094,1.778362246695895,2.7106221925974787,1.40556043052345,11.616109761787994,6489.678928712404,368784.3456735163,32.973590589115,4.966680197975,83.75022712131306,3.6547063862187112,0.5502824956522492,3.4911790408126184,0.8435934485234952,7.710011507479862,"76,787",0.684,0.033,"219,848","95,255"
"Rockford, IL",16230,43303,5.336167590881084,9965.403418000013,0.2301319404660188,2.856685150955021,13241,5312.831612000037,23130,229.69440605274696,1.0456374662306858,0.0072200605274535,7.818918517327954,6.378946400982097,4.800904332572001,2.5594946069323727,11.21065608968611,2075.734638240796,857001.0845253305,84.1557972976895,13.3991159816695,91.90293377603696,0.8715727218489794,0.2749604420118803,1.195818526108272,0.8942699281471298,4.8604446058468005,"56,899",0.59,0.077,"336,928","145,782"
"Rocky Mount, NC",9172,22801,4.97187091146969,7933.587013999992,0.3479490817946578,2.6324683820322723,6739,4212.6058270000185,12017,350.55386760422886,1.0485359004450647,0.00482649579762,3.393494761899125,2.49332328831642,2.9353015672786626,1.558597449615165,8.749989198760806,2702.818375610814,550794.0166520949,43.3825507995,8.855397003621,92.34916060934742,0.7042139515306536,0.0647553058878761,1.2789172912855549,1.7904842077997765,3.812468634148711,"46,482",0.536,0.078,"146,356","68,205"
"Rome, GA",5273,13146,4.986155888488526,4329.493689000047,0.32933924303971146,2.6320879954485115,3960,2274.871294999994,6911,329.16673346838286,1.0973221139599565,0.0063666618434379,3.920628411809328,2.944374836101828,3.219104108826619,1.6914327768606967,10.742399716766526,1344.9374554643314,671304.25937307,63.755445835193,13.4192389554516,90.98996736371328,0.4013054514686329,0.1764776985374108,3.295056206938233,1.0129336395503443,4.124259639792094,"50,657",0.547,0.0559999999999999,"97,805","40,713"
"Rochester, NY",36026,94506,5.24654416254927,33409.19707599951,0.35351403165936035,2.73474712707489,29001,17341.22804899984,49195,352.4998078869772,1.0590103441841836,0.0136802520581359,2.6401597533212344,2.1253337313626024,2.448387761917264,1.270849174710895,59.29521869230821,13645.386403107035,858376.5667969761,90.02495606377666,11.220770682603666,87.05954966639061,1.8719627482538244,0.4638889322937012,2.961271622107286,0.902972014313171,6.740355016641406,"61,747",0.597,0.049,"1,071,784","482,206"
"Saginaw, MI",8645,24645,5.701561596298438,7948.457914999978,0.3225180732400072,2.981839213418161,7296,4086.735769,12802,319.2263528354944,1.03585573893845,0.0132010623340103,4.088150672733775,3.4502194688566363,3.7587615468366984,1.9325843358383492,5.174274414756816,2114.648087131052,1085646.03350268,83.881911932794,15.3115403112,92.10178330882262,0.4238911477192679,0.3806369489724038,1.838921363866678,0.7588022294449868,4.495965001174042,"49,565",0.531,0.065,"191,166","87,789"
"St. Cloud, MN",12576,32241,5.127385496183206,13968.141182000052,0.4332415614279971,2.723998091603053,9625,7303.372605999989,17051,428.32517776083455,1.0480588745139874,0.0048091021054483,2.6935744531737846,2.061518297693836,2.991748429243004,1.5642635077553133,7.893659294011572,4668.888949842078,780283.89911509,60.528522233249994,9.11311346085,87.31974757521822,1.4144163866706008,0.2693673199379408,4.116656037920826,0.8280903475123976,6.051722332740027,"64,118",0.679,0.046,"200,264","82,381"
"St. George, UT",11271,28379,5.035755478662053,6098.671672000031,0.21490086585151102,2.656729660189868,8494,3225.571503999995,14981,215.31082731459816,1.1078335916323463,0.0030038048194379,1.7900442324841774,1.3490050315606958,0.9685823841964593,0.5122806909059094,15.91520695818364,6296.4924527917365,1215750.1657801499,82.7770358444,16.5378389502,86.79688378895264,0.3192147598155023,0.4204634942063224,1.4512318596017548,1.4188885138935765,9.593317583530206,"61,747",0.545,0.034,"172,127","71,482"
"St. Joseph, MO-KS",10640,28837,5.420488721804511,12740.991703000092,0.4418279190969966,2.82406015037594,8549,6610.090119999968,14952,442.0873542001049,1.0530537338901664,0.0050829320492241,2.458940443646442,1.975703181647879,2.944486822431455,1.5276144673135044,2.8336712415433705,4327.066980207785,279765.397362263,20.012627380471653,3.7527889983750002,92.494410160093,0.502638404436097,0.0626062069582327,1.7154100706555764,1.1787854395850104,4.046149718272068,"53,298",0.562,0.044,"124,946","54,088"
"Sacramento-Roseville-Folsom, CA",88387,214966,4.864199486349802,43817.62430600075,0.20383513814277956,2.630251055019403,65578,23654.663751000182,116467,203.10185504048516,1.1143019474596456,0.0031425210574669,6.4323709161642935,4.772444137036239,3.188831074720636,1.7214700254967286,87.12847576802514,13740.967545557263,2830046.5323478053,101.346221522325,39.382199299525,83.76792729526362,2.1128000911729,1.2740659251647564,1.6686147653004233,1.2468459168574737,9.929746006240824,"75,533",0.5820000000000001,0.0579999999999999,"2,338,866","909,133"
"Salem, OR",15600,39172,5.022051282051282,10812.31278100003,0.27602146382620324,2.5975,11252,5596.292615999986,20268,276.11469390171635,1.093245270533372,0.0034043812907045,3.115515189463138,2.2471651866563604,2.1593541475917957,1.1176496570402792,14.907980913935337,5007.197542403308,1188116.672572055,151.4920738042,32.26058033045,86.7468376796832,1.4426624814210431,0.7686231304112836,2.6836848177443327,1.0851150076394591,7.273076883100685,"62,539",0.5820000000000001,0.054,"428,472","160,077"
"Salinas, CA",15798,39836,5.043170021521712,11642.760934999924,0.2922673193844744,2.6874287884542345,12102,6195.031239000022,21292,290.9558162220562,1.1280241398233244,0.0112248731918091,1.6108332140495307,1.2339728798852654,1.1871468551295257,0.6316724953700248,25.82117937352174,9807.346820397905,1756169.6727244998,56.2737015026,23.3538154699,82.37755987276216,1.2818423197244933,0.4994873682273456,2.5510660111990324,7.286732038171351,6.003312389915613,"76,943",0.569,0.051,"432,977","141,910"
"Salisbury, MD-DE",29180,71857,4.925085675119945,19285.16046200008,0.2683824883031588,2.6888965044551063,22541,10243.28617200004,39297,260.66331200855126,1.075918518719684,0.0093391353029493,3.895131163707689,3.008915406481666,2.57430532942563,1.3673386973040915,21.254308401975056,7491.403696974406,652961.7630564829,88.42899455627688,9.97422735771025,89.44539484575907,0.7405772308371502,0.3289001710722366,1.648915622758126,1.1191435351249932,6.71706859444843,"62,799",0.54,0.06,"411,137","251,536"
"St. Louis, MO-IL",159275,402096,5.049078637576518,89564.9082009978,0.22274508625054165,2.6828818081933763,122818,47249.25417500042,213885,220.90962047362092,1.0874270873893557,0.0296280711597353,7.607051913120697,5.865847759319778,4.277663828465735,2.256647492484464,66.03046100252911,20937.808998684675,1719502.234999915,132.67391920119303,23.776374326336988,88.27308964439933,1.9353679083069737,0.2081832474565406,1.5953015841850031,0.8908423914220417,7.097215224230105,"65,725",0.623,0.046,"2,806,349","1,262,226"
"San Angelo, TX",10757,29676,5.517523473087292,14715.26241400017,0.4958640791885756,2.874221437203681,8906,7592.8810819999735,15398,493.1082661384578,1.1225788049194148,0.0040264969476555,1.1814055278649862,0.9781163550400268,1.6161283220120537,0.8339008722409823,11.578534645148515,9105.256193815048,245317.68253874665,16.833094683266665,3.3914114086,88.29407566024268,0.2549199551340879,0.2532204887665273,4.06002515210224,1.7895380850412972,5.348220658713164,"57,431",0.598,0.04,"121,472","50,244"
"Salt Lake City, UT",41929,105263,5.021011710272127,18063.59098399989,0.1716043717545566,2.679577380810417,32047,9936.897912000006,56267,176.602589652905,1.0737744597605674,0.0024703645120585,1.999662790742276,1.5283740002126862,0.8614822857185297,0.4739069620079426,66.699369329828,20968.03530781104,3228648.5599597837,306.62260833895004,51.900537156949994,83.95784449551937,3.2716963906751766,0.6067061207165795,2.0127972067173325,0.9094185199125496,9.241537266458986,"77,102",0.6890000000000001,0.038,"1,215,955","427,135"
"San Antonio-New Braunfels, TX",91978,231030,5.023592598230011,61033.780008999616,0.26418118862918066,2.753038770140686,72912,32832.816019000704,126716,259.1055274708853,1.0873474144760105,0.0039063733072382,4.822160991572239,3.8225815109864874,3.1998381474656927,1.7213368919773568,49.99079045979385,19074.02099613665,1617408.9362827973,128.83143903731252,21.998754907649122,88.16787772401688,1.7342490697217268,0.1757096497187611,1.754337562550221,1.434559794735263,6.733266199257157,"61,437",0.597,0.055,"2,510,211","903,779"
"San Diego-Chula Vista-Carlsbad, CA",85819,203433,4.740978105081625,36698.078035000755,0.18039392839411877,2.5894615411505613,61121,20630.66656800064,111376,185.2344003016865,1.0902153008655415,0.0042378968539003,7.334428191029195,5.223640283199472,3.136361622676783,1.7631776468622031,58.2293721252363,11700.843987397137,16655804.95247847,521.7167749997,224.9365497872,82.52091610547791,2.637132031477704,0.5948856402153738,2.946202580189909,1.6637776311954469,9.63708601144365,"82,426",0.5920000000000001,0.062,"3,323,970","1,215,528"
"San Jose-Sunnyvale-Santa Clara, CA",49337,118419,4.800413482781686,19845.880390000006,0.16759033930365907,2.720372134503517,38297,11207.928637999945,67248,166.66560549012527,1.0971415835410443,0.0028699738282179,7.069521023019842,5.487594434574272,2.8437251684829286,1.6059891588634643,140.31290054184774,6978.832065050573,4093956.6784121147,113.39465360065,53.4401399054,81.47034736232347,3.9231568224037714,1.5133931246629246,2.08497293410303,1.3933443860735473,9.614785370433252,"129,343",0.647,0.043,"1,985,926","688,111"
"San Luis Obispo-Paso Robles, CA",14040,34767,4.952564102564103,11226.73053399992,0.3229134102453453,2.590954415954416,10156,5875.262788999977,18252,321.8969312404107,1.1154410137358588,0.0051501205347359,1.498339244703881,1.0838414080635768,1.1981090419378517,0.6270040462754304,35.66675643448052,9370.374599495151,1250332.27449092,37.5733090206,16.1254335266,82.77012483857081,0.9793370641411968,1.5889244203923496,4.709119980321014,0.9239899145194024,9.028503782055225,"77,948",0.552,0.045,"282,517","122,256"
"Santa Cruz-Watsonville, CA",10531,24600,4.671920995157155,5186.1454740000345,0.21081892170731847,2.4938752255246417,7309,2720.9444210000192,13165,206.6801687049008,1.1688403486726362,0.0069122673756171,6.879952432165128,4.775004494036172,3.388133526484542,1.7776059431246052,8.553908354493432,1530.6791876591335,817835.10427613,39.2810489247,10.704236234200001,76.7068152238514,2.2351286082920185,2.666957561896737,4.931426464945871,2.5781843623752096,10.88148777863876,"89,986",0.604,0.061,"273,170","105,819"
"Santa Fe, NM",12494,28828,4.6146950536257405,8719.467043000011,0.30246520892881956,2.53569713462462,8880,4653.080778000017,15875,293.1074505826782,1.1092652974249892,0.0129133858267716,2.527255483275749,1.7962244830709666,1.763752272744034,0.9412136953998346,11.083484787507748,4943.702796444492,1245369.45460725,106.0526342565,19.7144007258,85.98050249199784,0.9164121077478478,0.4516289334833891,1.7948230754614949,0.751253306829974,10.105380084479458,"60,668",0.545,0.049,"150,319","73,496"
"Santa Maria-Santa Barbara, CA",14944,37791,5.057682012847966,9872.43512300002,0.2612377318144537,2.6870315845824413,11303,5287.349373000008,20103,263.0129519474709,1.1334163776910344,0.0061184897776451,1.5207885304087485,1.1502591514460707,1.0046765325390064,0.5380714857282052,27.611721941612867,9826.481263626734,2180447.1016722703,74.536852198,29.573835784,81.20492903720752,2.9444764096662834,3.1238013041810517,3.9048714998082086,0.8223053317990028,7.999616417337936,"78,925",0.595,0.057,"444,895","159,317"
"San Francisco-Oakland-Berkeley, CA",109976,266545,4.847330326616716,39267.79046200066,0.14732142963477335,2.7125645595402634,83687,22310.87658000002,149632,149.1049814210865,1.0944968335030807,0.0076320573139435,13.35040876512332,10.159086149040474,4.766867807257215,2.708402944744461,190.5644852814858,8237.650392196372,3884549.5672023557,106.30169468352001,49.98607007682,64.64920264003302,16.0066863198365,1.7404860601199452,4.567143260221421,2.065424793972433,10.97105692581668,"110,837",0.643,0.048,"4,709,220","1,810,522"
"Santa Rosa-Petaluma, CA",19942,48035,4.817470664928292,11177.384086999857,0.2326924968668649,2.5211112225453816,13956,5834.801307999973,25166,231.8525513788434,1.1300043090421326,0.0125168878645791,4.332279673342985,3.0318571417698674,2.428219530701876,1.2675755242524998,51.649754833143255,4603.119259060171,2119685.39216947,84.7611999066,28.252792642000003,84.65619557504999,1.582758175836935,0.7147810101270722,2.5023382571115267,1.4682642069276914,9.075662774946784,"86,173",0.618,0.046,"496,801","206,498"
"Savannah, GA",20604,51259,4.975635798874005,12178.887467000011,0.23759510460602068,2.748252766453116,16170,6607.634110999951,28330,233.23805545358104,1.0855257093167083,0.015884221673138,5.071459269200379,3.980076508589115,2.997705869397473,1.626400080553063,42.12613083713176,4062.7359713072574,1063133.580234847,73.87964133560901,12.892402983785567,88.24248824141071,1.7170503585494237,0.6147331217775001,2.261743773200653,1.7084300869031137,5.455554418158602,"60,851",0.596,0.071,"390,211","164,474"
"Scranton--Wilkes-Barre, PA",25809,66923,5.1860203804874265,17683.709934000035,0.26423964756511265,2.7540392886202487,20412,9380.114837000028,35471,264.44461213385665,1.0848328188720076,0.0050463759127174,5.605275738525476,4.43313915203154,3.840600963236559,2.037201368531098,21.122454913832463,4604.412200922218,994797.2160303099,101.19901744010467,19.26448138403667,89.69778619848893,0.87899800439499,0.1747125008735625,2.917310514586553,0.8405612542028063,5.490631527453157,"53,853",0.574,0.053,"554,787","264,290"
"Sebastian-Vero Beach, FL",8859,23012,5.19516875493848,4254.745123999994,0.1848924528072307,2.8443390901907666,7330,2323.193142999999,12634,183.8842126800696,1.0655403770498608,0.0135349058097198,5.549092984753606,4.591359248023922,2.6650836798174704,1.4551997710857856,12.83170265441468,1596.4771223586486,1058816.2308541,88.3511737617,11.643423958255001,88.01266101321959,0.4451666412769343,0.6313580121532185,0.6465918515885509,1.6164796289713772,8.647742852790332,"57,945",0.446,0.063,"156,964","81,185"
"Sebring-Avon Park, FL",10640,29070,5.464285714285714,6450.247406000021,0.22188673567251532,2.823966165413534,8881,3330.3816260000003,15017,221.77409775587668,1.062360321209946,0.0049943397482852,3.7171238073550734,3.1026105764210907,2.2534180635500927,1.1634812809757988,0.9445988334297056,2862.428197561413,562991.07731012,64.7720551171,7.7263116438,89.70199364173872,0.7338740826573967,0.6655376296164245,2.0144397896425708,1.6311614225866835,5.252993433758208,"43,708",0.387,0.084,"104,574","55,919"
"Sheboygan, WI",6109,16050,5.2545424783106895,5128.148015000033,0.3195107797507809,2.8701915207071536,4988,2729.3024990000004,8728,312.7065191338222,1.0416224459654833,0.0108845096241979,4.544596486480742,3.710664147088876,3.81492281079102,2.030377892862745,2.3187781966362864,1344.2337550040015,651441.38447178,53.093306053304,8.278536037199999,90.863402500937,0.3901325428464343,0.713823298919895,1.9966608743057688,0.7938941701591197,5.242086612831783,"62,101",0.6409999999999999,0.033,"115,152","51,249"
"Sherman-Denison, TX",8825,23782,5.389688385269122,8135.35047199997,0.342080164494154,2.861983002832861,7313,4305.738365999995,12599,341.7523903484399,1.0693859974467337,0.0050797682355742,3.46115036963341,2.8681464762752555,3.190670968074792,1.6887034489547463,5.203971603783343,2549.7303085779267,1133441.9772343,69.1347572305,12.475668779500001,90.41844328075096,0.3129002448079636,0.1994131093853861,1.384543052155445,1.0781277865144858,6.60657252638576,"58,296",0.595,0.044,"133,527","56,749"
"Sierra Vista-Douglas, AZ",12946,33461,5.169318708481384,15920.706207999916,0.4757988765428385,2.652247798547814,9511,8240.909755999981,17157,480.3234689048191,1.0762856657165791,0.0035554001282275,0.805493542813432,0.5917695879575584,0.9905782517822996,0.5127452182424069,5.032607567442298,16072.13380604163,1155105.0859662099,111.366854203,21.088688827600002,87.71280532938565,0.4991011948820979,0.3574072115892989,3.0432483874378766,2.396108702548377,5.991329174156709,"51,505",0.434,0.068,"126,442","61,380"
"Sioux City, IA-NE-SD",10147,28831,5.682664827042475,13953.98531900009,0.4839924150740553,2.993298511875431,8534,7289.592407999986,15082,483.3306198116951,1.0363159537924502,0.0043760774433099,1.868942707429312,1.5718495185968018,2.570138868781009,1.3426461585753082,5.041172055611535,5429.27290369268,270884.6428581235,24.660695450634925,4.1441985391000005,91.96789364078944,0.8619619633424817,0.0979188790357059,2.1266325559585706,0.467528168916962,4.478064791956861,"61,399",0.6679999999999999,0.042,"144,152","60,300"
"Sioux Falls, SD",15053,43482,5.777187271640204,20309.19746399999,0.4670713735338759,3.0115591576429948,12691,10503.662351000063,22585,465.0724972769565,1.020578025962108,0.0023024131060438,2.247649987329852,1.8949661854250408,3.032483054715939,1.5683622234865031,8.379015982496572,6697.217131161317,418586.274527915,34.73062016197073,6.37474281655,90.9427128678391,0.4464565558070695,0.2354170294271286,2.2838237854779733,0.5272505659063207,5.5643391955424,"67,713",0.721,0.026,"264,437","111,182"
"Seattle-Tacoma-Bellevue, WA",149176,358253,4.803091650131388,59318.808329000705,0.16557798072591354,2.532887327720277,104622,31158.48466300008,189344,164.56019025160597,1.0905308058680023,0.0098339530167314,9.133304839539678,6.405484923327614,3.631795725766804,1.9076791090074907,209.8720967551085,16333.189641737452,5728454.9542081775,683.1110332496334,113.22759327286667,74.66279434219452,9.107189191760993,0.9695689643755632,3.955235118143992,1.2189385508016957,10.086273832723236,"90,790",0.65,0.044,"3,928,498","1,617,780"
"Spartanburg, SC",18856,46326,4.913661434026305,12107.013733000085,0.26134381843889143,2.568466270683072,13898,6335.046419999989,24187,261.9194782321077,1.077564769579175,0.0052507545375615,8.89506171207806,6.556192600469924,5.711319171829249,2.988472043634869,40.66363668881141,2119.8279011821346,2149000.01568171,173.574548847671,36.332807532980006,93.27328840461044,0.3317167390984862,0.0811796239143974,1.061633529983974,0.8404890372516498,4.411692665141049,"53,757",0.583,0.054,"313,791","131,725"
"South Bend-Mishawaka, IN-MI",12750,34102,5.349333333333333,6876.872575000052,0.20165599011788318,2.831921568627451,10372,3634.7838609999976,18001,201.92121887672891,1.048552175571348,0.0097772345980778,1.713801576936984,1.394160780861992,0.924360397131748,0.48857241669073687,10.989876061067545,7439.601043422785,962294.961264275,88.1389961014,14.4509040688,88.38089033081587,1.1075949367088609,0.526539729815977,3.6478832039144775,0.81374321880651,5.523348579938305,"55,101",0.598,0.05,"322,494","143,456"
"Spokane-Spokane Valley, WA",26802,71805,5.358182225207074,24612.543229000225,0.3427692114616005,2.8106857697186776,21207,12636.567490000034,37633,335.7842183721743,1.1111357295233038,0.0022586559668376,2.398817648507706,1.8980570805127568,2.2028581103046254,1.1309910122965006,28.49663114361969,11173.004340981654,1345315.0347124238,157.3281396969953,32.01100830545,85.57042470615204,2.337346159622484,0.4094505616112432,2.6875133387610566,1.0418066413197271,7.953458592533455,"59,656",0.5710000000000001,0.055,"558,635","241,918"
"Springfield, IL",12705,33357,5.251003541912633,10095.172499999973,0.3026403003867246,2.831719795356159,10241,5342.216674000013,17962,297.41769702705784,1.0550123258419772,0.0038414430464313,4.115771498809264,3.317561268737164,3.270320602208812,1.7306055196625634,16.037948462510005,3086.9060645557443,662219.473886987,53.1210709432559,9.4259736138819,89.35729869706176,1.0399037579267174,0.4985420957119262,1.4466896397039333,1.1816161327814367,6.475949676814224,"62,590",0.594,0.05,"208,224","97,689"
"Springfield, MO",39289,96594,4.917101478785411,28517.901579000438,0.2952347100130488,2.5431800249433683,28133,14774.030074000048,49874,296.22709375626675,1.0809299177119245,0.0129526406544492,5.00874769697452,3.586528009340633,3.6355970845876557,1.8834632876423432,7.665401851871917,7844.076479183031,660776.6505513054,47.67475454716,9.5946673516,91.0419525946808,0.6009124967543306,0.2791275640787863,1.8018101561630624,0.8670573834341037,5.4091398048889054,"50,496",0.588,0.039,"466,897","205,370"
"Springfield, OH",5695,15170,5.327480245829675,4169.1350789999915,0.27482762551087614,2.802107111501317,4600,2230.325804999995,7931,281.21621548354494,1.0515482918454695,0.0068087252553271,5.473837567773737,4.421361336568777,4.007228835918082,2.14371223525622,2.942981104242106,1040.403543124538,922636.67425578,70.604530204016,12.840251806100001,90.92372881355932,0.6254237288135592,0.3423728813559322,2.5271186440677966,0.4338983050847457,5.147457627118644,"51,504",0.5539999999999999,0.068,"134,409","61,283"
"State College, PA",6016,14798,4.919547872340425,6412.792760999985,0.43335536971212224,2.648271276595745,4583,3376.454207999997,7971,423.5922980805416,1.1109921795990665,0.0145527537322795,2.0843455366384025,1.5878583102416557,2.221821138427091,1.1698299963611611,15.339122431798115,2886.277680092574,911972.26686966,91.197899095,14.250520763599999,77.08192684960883,5.09511139351098,1.8664866367499304,7.796883893941199,0.9319195689871992,7.227671657201859,"61,921",0.5489999999999999,0.0409999999999999,"162,264","67,062"
"Staunton, VA",6651,16125,4.848894903022102,6148.068146000058,0.38127554393798807,2.556307322207187,4761,3203.664679999993,8479,377.8352022644172,1.0933201679711142,0.0064866139874985,2.543970153306865,1.8210557660342777,2.351601543214677,1.225383750883081,2.5849378478635923,2614.417465297097,869000.50055959,49.758133458930004,10.9715092344,91.89076723016905,0.3762462071954919,0.1820546163849154,2.016471608149112,0.693541395752059,4.840918942349372,"58,166",0.578,0.034,"122,714","54,639"
"Stockton, CA",23392,59941,5.124914500683994,13326.31446299983,0.2223238595118505,2.7930916552667577,18467,7253.957818000016,32716,221.72508307861645,1.0661174643582412,0.0024452867098667,6.335383520549462,5.001518787362642,3.6092387584879053,1.9646291389756427,45.47719268695343,3692.2784428323343,4001623.7039052,113.1598428839,56.39241916899999,90.77369621595942,1.628936895778626,0.2948095940022843,1.3178574566327277,0.8076351129289951,5.17706472469795,"68,628",0.56,0.072,"751,615","245,192"
"Sumter, SC",13746,34501,5.019787574567147,11459.446940000069,0.33214825483319516,2.604030263349338,10383,5923.543454000024,17855,331.75824441333094,1.0822891936446413,0.0236908429011481,3.8596504968199135,2.91537546256956,3.2176240415577397,1.663233481388443,13.32108112280424,3561.4623685035103,562584.083673958,55.62954070093701,7.7330526247385,93.54889812011548,0.2798704499049496,0.2763500668872773,1.7901147644863762,1.3043019080475955,2.800464690558333,"45,854",0.489,0.092,"140,540","66,291"
"Syracuse, NY",24780,66376,5.357223567393059,22319.30600600014,0.3362556647884799,2.7955205811138013,20381,11622.812123999913,34544,336.46399154701,1.0640255900247098,0.0134031959240389,3.3384346906060043,2.745788435401169,3.006922737719202,1.565859531765834,59.495481476033184,7422.64033791892,1084117.2207794234,94.07138008611166,13.813240555999998,86.71555539420662,2.017155058894195,0.2716162652928538,3.769954554605431,1.197025752390256,6.028692974610645,"61,890",0.5820000000000001,0.057,"650,211","296,071"
"Tallahassee, FL",21369,50871,4.761196125228135,14283.536269000078,0.28077954569401187,2.631522298656933,16210,7647.031639999938,28196,271.2098042275478,1.0851275281083492,0.0067740104979429,3.167301453002799,2.4026373041871576,2.1170979071936977,1.1334388331007619,11.409984677969476,6746.752816894286,637880.3112372415,47.470317662443,7.8213641340475,88.43365553602813,1.4251977152899824,0.5272407732864675,1.9782513181019328,1.000659050966608,6.634995606326889,"53,423",0.5820000000000001,0.059,"384,783","172,558"
"Springfield, MA",22344,58277,5.216344432509846,13469.697911999776,0.23113231484118568,2.7667382742570714,18497,7076.243313000054,30899,229.01204935434976,1.0827888750735826,0.0326224149648856,4.676876427229628,3.871651596601612,2.8193748946713164,1.481145522015361,50.41114918129218,4777.547653367354,1077174.0760269933,94.18442565446666,14.6086791333,85.28492557641793,2.1241730713104388,0.4584589940655706,4.156836754548108,1.024844342834906,6.950761260823038,"61,360",0.579,0.06,"698,537","291,991"
"Terre Haute, IN",16616,46337,5.577395281656235,16547.81619300016,0.35711885087511397,2.88348579682234,13660,8557.39263599999,23853,358.75540334549066,1.054474828272263,0.0104389384983021,3.3153008776538813,2.725506137984594,3.3016965303267054,1.7074104066297318,4.298820431016456,5011.913130418058,311600.0949740484,23.041647321031,4.31219067234,91.1054419682828,0.6451375516661966,0.3642696822145634,3.2563501894938245,0.9983687586621368,3.630431849680497,"50,418",0.545,0.0559999999999999,"186,580","83,871"
"Texarkana, TX-AR",13341,34285,5.139794618094595,13511.931028999996,0.3941061988916435,2.6517502436099245,9971,7027.334818000013,17663,397.8562428805986,1.0751089028581886,0.0037932401064371,2.414433182416387,1.804535886505794,2.4453680110141063,1.271795994942602,3.986009426385418,5525.520481228726,524015.6770027313,30.720480403735333,5.115853774233333,95.22122101852788,0.3577334548277142,0.1468057102359015,0.774526678141136,1.0732003644831427,2.4265127737842125,"49,496",0.507,0.06,"149,482","66,121"
"Tampa-St. Petersburg-Clearwater, FL",124563,315501,5.065725777317502,51336.67003299941,0.1627147617059832,2.814752374300555,100245,28466.824173000023,175612,162.1006774764824,1.0822432862939302,0.007396988816254,14.44160940521334,11.62222437501996,5.951880869767892,3.3003922168970847,222.73007888519476,8625.285209211756,4322065.990190412,313.035704260099,51.2307183947225,85.60264907953845,1.1471362195014534,0.5805871796001058,1.3668606315511318,1.6270479168501717,9.67571897295869,"57,097",0.5660000000000001,0.054,"3,152,928","1,436,297"
"The Villages, FL",10223,26561,5.196322018976817,4752.9956420000535,0.178946411731488,2.763865792820112,8565,2583.5687689999886,14144,182.66181907522545,1.093533166420038,0.0540158371040724,6.8104105209501045,5.705875585634123,3.1663749903459997,1.7211350803086798,0.8546191884914744,1501.0842545470832,1253868.99652871,77.9264494758,9.4582542679,78.57987233036489,0.1418551501300338,1.737725589092915,1.3279218220505948,6.852391835448025,11.360233272913549,"59,618",0.215,0.047,"129,938","72,655"
"Topeka, KS",18499,50142,5.421049786474945,22332.88208600021,0.4453927263770932,2.83604519163198,14886,11507.274757999989,26135,440.3013108092592,1.0415865712441248,0.0070403673235125,2.169375472097606,1.7456794030836782,2.618974356376932,1.349456706345915,9.135836035899622,8527.338968257534,339749.80150197964,27.555714814806798,5.8538096731288,91.1291273317554,0.8451904852590437,0.0997542418224193,1.8318506225571545,0.7934996508601535,5.300577667745826,"59,815",0.607,0.04,"232,248","105,347"
"Toledo, OH",27647,75045,5.428798784678265,19926.451173999638,0.26552669963354836,2.901978514847904,23567,10565.00729300007,40058,263.7427553297736,1.041253191012017,0.0153527385291327,4.831017991759571,4.1180815644300575,3.481934536604725,1.8461221946523825,37.56338707611287,5722.810398793466,1038942.0011792325,97.107285493695,13.826837373050001,91.16532124738237,1.0737748446115871,0.2868966070050867,2.4969022514202885,0.8376445755165977,4.139460474064079,"53,600",0.597,0.063,"643,724","303,804"
"Trenton-Princeton, NJ",12072,31348,5.19350563286945,5487.370191000041,0.17504689903662246,2.8716865473823723,10385,3076.6207909999985,17308,177.75715224173783,1.0896615039646311,0.0235151375086665,20.3740250395531,17.52685967824378,9.261084962949976,5.1924411061169335,14.264064397595368,592.5191500729007,1743297.4510996898,154.990467604148,23.650083676399998,79.10453748381107,6.709951748404029,0.3140365153407984,3.884769229005971,1.2928218587752576,8.69388316466287,"83,306",0.6,0.06,"368,085","145,115"
