# Title: January - December 2020 Contiguous U.S. County Heating Degree Days,,,,,,,
# Units: Fahrenheit Degree-Days,,,,,,,
# Missing: -99,,,,,,,
# Note: Period of Record: 129 Years,,,,,,,
ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean,
TN-035,Cumberland County,Tennessee,4054,-540,15,4594,
TN-037,Davidson County,Tennessee,3306,-590,10,3896,
TN-039,Decatur County,Tennessee,3119,-580,9,3699,
TN-041,DeKalb County,Tennessee,3453,-559,11,4012,
TN-043,Dickson County,Tennessee,3467,-600,9,4067,
TN-045,Dyer County,Tennessee,3356,-483,15,3839,
TN-047,Fayette County,Tennessee,3009,-505,12,3514,
TN-049,Fentress County,Tennessee,3860,-818,6,4678,
TN-051,Franklin County,Tennessee,3234,-606,8,3840,
TN-053,Gibson County,Tennessee,3436,-442,17,3878,
TN-055,Giles County,Tennessee,3354,-438,17,3792,
TN-057,Grainger County,Tennessee,3771,-445,14,4216,
TN-059,Greene County,Tennessee,3616,-534,12,4150,
TN-061,Grundy County,Tennessee,3697,-625,9,4322,
TN-063,Hamblen County,Tennessee,3545,-533,11,4078,
TN-065,Hamilton County,Tennessee,3046,-649,8,3695,
TN-067,Hancock County,Tennessee,3997,-399,18,4396,
TN-069,Hardeman County,Tennessee,3096,-529,12,3625,
TN-071,Hardin County,Tennessee,3040,-557,9,3597,
TN-073,Hawkins County,Tennessee,3691,-525,12,4216,
TN-075,Haywood County,Tennessee,3184,-510,16,3694,
TN-077,Henderson County,Tennessee,3223,-555,9,3778,
TN-079,Henry County,Tennessee,3571,-407,18,3978,
TN-081,Hickman County,Tennessee,3360,-582,9,3942,
TN-083,Houston County,Tennessee,3428,-591,9,4019,
TN-085,Humphreys County,Tennessee,3335,-618,8,3953,
TN-087,Jackson County,Tennessee,3530,-510,15,4040,
TN-089,Jefferson County,Tennessee,3394,-607,8,4001,
TN-091,Johnson County,Tennessee,4732,-658,9,5390,
TN-093,Knox County,Tennessee,3401,-534,10,3935,
TN-095,Lake County,Tennessee,3428,-500,12,3928,
TN-097,Lauderdale County,Tennessee,3161,-504,15,3665,
TN-099,Lawrence County,Tennessee,3288,-577,10,3865,
TN-101,Lewis County,Tennessee,3356,-588,10,3944,
TN-103,Lincoln County,Tennessee,3228,-458,14,3686,
TN-105,Loudon County,Tennessee,3293,-521,10,3814,
TN-107,McMinn County,Tennessee,3185,-591,9,3776,
TN-109,McNairy County,Tennessee,3118,-486,15,3604,
TN-111,Macon County,Tennessee,3732,-439,19,4171,
TN-113,Madison County,Tennessee,3215,-539,14,3754,
TN-115,Marion County,Tennessee,3230,-649,8,3879,
TN-117,Marshall County,Tennessee,3265,-582,9,3847,
TN-119,Maury County,Tennessee,3334,-573,9,3907,
TN-121,Meigs County,Tennessee,3202,-594,9,3796,
TN-123,Monroe County,Tennessee,3441,-510,12,3951,
TN-125,Montgomery County,Tennessee,3405,-658,8,4063,
TN-127,Moore County,Tennessee,3271,-520,12,3791,
TN-129,Morgan County,Tennessee,3786,-692,6,4478,
TN-131,Obion County,Tennessee,3586,-412,18,3998,
TN-133,Overton County,Tennessee,3671,-656,10,4327,
TN-135,Perry County,Tennessee,3207,-598,9,3805,
TN-137,Pickett County,Tennessee,3619,-783,6,4402,
TN-139,Polk County,Tennessee,3302,-514,12,3816,
TN-141,Putnam County,Tennessee,3674,-560,14,4234,
TN-143,Rhea County,Tennessee,3407,-585,9,3992,
TN-145,Roane County,Tennessee,3345,-593,9,3938,
TN-147,Robertson County,Tennessee,3566,-553,13,4119,
TN-149,Rutherford County,Tennessee,3319,-524,11,3843,
TN-151,Scott County,Tennessee,4022,-666,8,4688,
TN-153,Sequatchie County,Tennessee,3524,-631,9,4155,
TN-155,Sevier County,Tennessee,3799,-518,13,4317,
TN-157,Shelby County,Tennessee,2871,-466,15,3337,
TN-159,Smith County,Tennessee,3474,-469,15,3943,
TN-161,Stewart County,Tennessee,3494,-533,10,4027,
TN-163,Sullivan County,Tennessee,3757,-672,7,4429,
TN-165,Sumner County,Tennessee,3577,-494,17,4071,
TN-167,Tipton County,Tennessee,3043,-477,15,3520,
TN-169,Trousdale County,Tennessee,3528,-456,18,3984,
TN-171,Unicoi County,Tennessee,4423,-516,15,4939,
TN-173,Union County,Tennessee,3823,-428,15,4251,
TN-175,Van Buren County,Tennessee,3658,-626,9,4284,
TN-177,Warren County,Tennessee,3453,-610,10,4063,
TN-179,Washington County,Tennessee,3695,-575,10,4270,
TN-181,Wayne County,Tennessee,3181,-621,7,3802,
TN-183,Weakley County,Tennessee,3633,-334,22,3967,
TN-185,White County,Tennessee,3628,-566,13,4194,
TN-187,Williamson County,Tennessee,3392,-553,10,3945,
TN-189,Wilson County,Tennessee,3417,-494,14,3911,
TX-001,Anderson County,Texas,1882,-374,16,2256,
TX-003,Andrews County,Texas,2486,-498,7,2984,
TX-005,Angelina County,Texas,1553,-484,7,2037,
TX-007,Aransas County,Texas,649,-538,3,1187,
TX-009,Archer County,Texas,2466,-495,8,2961,
TX-011,Armstrong County,Texas,3432,-628,8,4060,
TX-013,Atascosa County,Texas,970,-434,7,1404,
TX-015,Austin County,Texas,1152,-524,6,1676,
TX-017,Bailey County,Texas,3590,-526,12,4116,
TX-019,Bandera County,Texas,1485,-475,8,1960,
TX-021,Bastrop County,Texas,1286,-558,5,1844,
TX-023,Baylor County,Texas,2475,-525,8,3000,
TX-025,Bee County,Texas,813,-441,5,1254,
TX-027,Bell County,Texas,1690,-534,9,2224,
TX-029,Bexar County,Texas,1164,-440,9,1604,
TX-031,Blanco County,Texas,1553,-517,9,2070,
TX-033,Borden County,Texas,2517,-372,13,2889,
TX-035,Bosque County,Texas,1895,-477,10,2372,
TX-037,Bowie County,Texas,2285,-473,9,2758,
TX-039,Brazoria County,Texas,858,-529,4,1387,
TX-041,Brazos County,Texas,1399,-527,7,1926,
TX-043,Brewster County,Texas,1796,-448,11,2244,
TX-045,Briscoe County,Texas,3192,-535,9,3727,
TX-047,Brooks County,Texas,555,-430,3,985,
TX-049,Brown County,Texas,1968,-575,6,2543,
TX-051,Burleson County,Texas,1351,-567,7,1918,
TX-053,Burnet County,Texas,1691,-453,9,2144,
TX-055,Caldwell County,Texas,1207,-561,6,1768,
TX-057,Calhoun County,Texas,730,-547,3,1277,
TX-059,Callahan County,Texas,2268,-453,10,2721,
TX-061,Cameron County,Texas,407,-275,5,682,
TX-063,Camp County,Texas,2159,-463,10,2622,
TX-065,Carson County,Texas,3605,-743,6,4348,
TX-067,Cass County,Texas,2209,-354,17,2563,
TX-069,Castro County,Texas,3750,-498,13,4248,
TX-071,Chambers County,Texas,1002,-505,7,1507,
TX-073,Cherokee County,Texas,1779,-443,10,2222,
TX-075,Childress County,Texas,2877,-562,7,3439,
TX-077,Clay County,Texas,2498,-478,9,2976,
TX-079,Cochran County,Texas,3392,-459,14,3851,
TX-081,Coke County,Texas,2204,-464,9,2668,
TX-083,Coleman County,Texas,2004,-571,7,2575,
TX-085,Collin County,Texas,2208,-529,9,2737,
TX-087,Collingsworth County,Texas,3240,-508,8,3748,
TX-089,Colorado County,Texas,1014,-594,4,1608,
TX-091,Comal County,Texas,1331,-482,9,1813,
TX-093,Comanche County,Texas,2005,-568,6,2573,
TX-095,Concho County,Texas,2003,-537,8,2540,
TX-097,Cooke County,Texas,2440,-425,12,2865,
TX-099,Coryell County,Texas,1853,-455,9,2308,
TX-101,Cottle County,Texas,2696,-531,9,3227,
TX-103,Crane County,Texas,1918,-579,7,2497,
TX-105,Crockett County,Texas,1871,-555,5,2426,
TX-107,Crosby County,Texas,2999,-460,12,3459,
TX-109,Culberson County,Texas,2438,-585,8,3023,
TX-111,Dallam County,Texas,4383,-504,16,4887,
TX-113,Dallas County,Texas,1942,-512,9,2454,
TX-115,Dawson County,Texas,2711,-338,17,3049,
TX-117,Deaf Smith County,Texas,3936,-557,11,4493,
TX-119,Delta County,Texas,2289,-512,10,2801,
TX-121,Denton County,Texas,2157,-486,10,2643,
TX-123,DeWitt County,Texas,940,-530,2,1470,
TX-125,Dickens County,Texas,2781,-408,12,3189,
TX-127,Dimmit County,Texas,886,-459,4,1345,
TX-129,Donley County,Texas,3365,-563,8,3928,
TX-131,Duval County,Texas,721,-435,5,1156,
TX-133,Eastland County,Texas,2255,-470,9,2725,
TX-135,Ector County,Texas,2230,-552,7,2782,
TX-137,Edwards County,Texas,1675,-518,7,2193,
TX-139,Ellis County,Texas,1904,-438,12,2342,
TX-141,El Paso County,Texas,2216,-666,5,2882,
TX-143,Erath County,Texas,2026,-581,7,2607,
TX-145,Falls County,Texas,1724,-500,8,2224,
TX-147,Fannin County,Texas,2363,-535,9,2898,
TX-149,Fayette County,Texas,1162,-555,5,1717,
TX-151,Fisher County,Texas,2411,-478,8,2889,
TX-153,Floyd County,Texas,3269,-490,10,3759,
TX-155,Foard County,Texas,2576,-582,8,3158,
TX-157,Fort Bend County,Texas,954,-546,4,1500,
TX-159,Franklin County,Texas,2181,-525,9,2706,
TX-161,Freestone County,Texas,1878,-363,14,2241,
TX-163,Frio County,Texas,1001,-445,7,1446,
TX-165,Gaines County,Texas,2794,-409,11,3203,
TX-167,Galveston County,Texas,833,-552,3,1385,
TX-169,Garza County,Texas,2634,-417,12,3051,
TX-171,Gillespie County,Texas,1746,-489,8,2235,
TX-173,Glasscock County,Texas,2307,-471,8,2778,
TX-175,Goliad County,Texas,826,-492,3,1318,
TX-177,Gonzales County,Texas,1069,-519,3,1588,
TX-179,Gray County,Texas,3605,-663,7,4268,
TX-181,Grayson County,Texas,2396,-469,9,2865,
TX-183,Gregg County,Texas,2072,-281,19,2353,
TX-185,Grimes County,Texas,1395,-498,8,1893,
TX-187,Guadalupe County,Texas,1165,-491,7,1656,
TX-189,Hale County,Texas,3387,-505,12,3892,
TX-191,Hall County,Texas,2959,-536,8,3495,
TX-193,Hamilton County,Texas,1942,-518,9,2460,
TX-195,Hansford County,Texas,3877,-592,9,4469,
TX-197,Hardeman County,Texas,2734,-585,8,3319,
TX-199,Hardin County,Texas,1324,-447,7,1771,
TX-201,Harris County,Texas,1006,-528,5,1534,
TX-203,Harrison County,Texas,2070,-257,21,2327,
TX-205,Hartley County,Texas,4087,-570,11,4657,
TX-207,Haskell County,Texas,2507,-380,13,2887,
TX-209,Hays County,Texas,1405,-521,9,1926,
TX-211,Hemphill County,Texas,3769,-486,14,4255,
TX-213,Henderson County,Texas,2060,-315,19,2375,
TX-215,Hidalgo County,Texas,459,-307,5,766,
TX-217,Hill County,Texas,1882,-430,10,2312,
TX-219,Hockley County,Texas,3237,-463,12,3700,
TX-221,Hood County,Texas,1992,-494,9,2486,
TX-223,Hopkins County,Texas,2203,-536,10,2739,
TX-225,Houston County,Texas,1720,-357,16,2077,
TX-227,Howard County,Texas,2437,-322,16,2759,
TX-229,Hudspeth County,Texas,2507,-646,6,3153,
TX-231,Hunt County,Texas,2198,-593,8,2791,
TX-233,Hutchinson County,Texas,3440,-765,5,4205,
TX-235,Irion County,Texas,2091,-534,6,2625,
TX-237,Jack County,Texas,2417,-457,9,2874,
TX-239,Jackson County,Texas,840,-564,3,1404,
TX-241,Jasper County,Texas,1440,-492,6,1932,
TX-243,Jeff Davis County,Texas,2440,-606,9,3046,
TX-245,Jefferson County,Texas,1102,-469,7,1571,
TX-247,Jim Hogg County,Texas,605,-414,4,1019,
TX-249,Jim Wells County,Texas,664,-441,3,1105,
TX-251,Johnson County,Texas,1944,-482,9,2426,
TX-253,Jones County,Texas,2397,-389,12,2786,
TX-255,Karnes County,Texas,941,-477,4,1418,
TX-257,Kaufman County,Texas,2029,-446,11,2475,
TX-259,Kendall County,Texas,1516,-492,9,2008,
TX-261,Kenedy County,Texas,513,-399,4,912,
TX-263,Kent County,Texas,2534,-434,10,2968,
TX-265,Kerr County,Texas,1757,-493,6,2250,
TX-267,Kimble County,Texas,1863,-549,6,2412,
TX-269,King County,Texas,2548,-503,9,3051,
TX-271,Kinney County,Texas,1144,-510,3,1654,
TX-273,Kleberg County,Texas,565,-470,4,1035,
TX-275,Knox County,Texas,2477,-520,8,2997,
TX-277,Lamar County,Texas,2435,-440,13,2875,
TX-279,Lamb County,Texas,3513,-473,13,3986,
TX-281,Lampasas County,Texas,1825,-473,9,2298,
TX-283,La Salle County,Texas,869,-430,6,1299,
TX-285,Lavaca County,Texas,958,-610,2,1568,
TX-287,Lee County,Texas,1344,-562,7,1906,
TX-289,Leon County,Texas,1786,-337,17,2123,
TX-291,Liberty County,Texas,1174,-481,7,1655,
TX-293,Limestone County,Texas,1832,-421,10,2253,
TX-295,Lipscomb County,Texas,4040,-421,22,4461,
TX-297,Live Oak County,Texas,818,-436,5,1254,
TX-299,Llano County,Texas,1638,-544,8,2182,
TX-301,Loving County,Texas,2116,-567,6,2683,
TX-303,Lubbock County,Texas,3041,-583,8,3624,
TX-305,Lynn County,Texas,2871,-421,14,3292,
TX-307,McCulloch County,Texas,1855,-599,5,2454,
TX-309,McLennan County,Texas,1815,-456,8,2271,
TX-311,McMullen County,Texas,847,-429,6,1276,
TX-313,Madison County,Texas,1616,-385,11,2001,
TX-315,Marion County,Texas,2144,-268,20,2412,
TX-317,Martin County,Texas,2403,-443,10,2846,
TX-319,Mason County,Texas,1812,-497,9,2309,
TX-321,Matagorda County,Texas,847,-512,3,1359,
TX-323,Maverick County,Texas,928,-512,3,1440,
TX-325,Medina County,Texas,1174,-454,9,1628,
TX-327,Menard County,Texas,1973,-595,5,2568,
TX-329,Midland County,Texas,2157,-583,7,2740,
TX-331,Milam County,Texas,1516,-583,8,2099,
TX-333,Mills County,Texas,1916,-533,9,2449,
TX-335,Mitchell County,Texas,2311,-460,8,2771,
TX-337,Montague County,Texas,2462,-488,10,2950,
TX-339,Montgomery County,Texas,1221,-545,6,1766,
TX-341,Moore County,Texas,3742,-690,7,4432,
TX-343,Morris County,Texas,2191,-432,13,2623,
TX-345,Motley County,Texas,2896,-455,11,3351,
TX-347,Nacogdoches County,Texas,1700,-447,9,2147,
TX-349,Navarro County,Texas,1892,-415,12,2307,
TX-351,Newton County,Texas,1427,-519,6,1946,
TX-353,Nolan County,Texas,2377,-502,9,2879,
TX-355,Nueces County,Texas,614,-451,4,1065,
TX-357,Ochiltree County,Texas,3982,-477,17,4459,
TX-359,Oldham County,Texas,3839,-519,11,4358,
TX-361,Orange County,Texas,1205,-473,7,1678,
TX-363,Palo Pinto County,Texas,2220,-464,9,2684,
TX-365,Panola County,Texas,1939,-297,16,2236,
TX-367,Parker County,Texas,2177,-452,10,2629,
TX-369,Parmer County,Texas,3763,-605,9,4368,
TX-371,Pecos County,Texas,1895,-621,6,2516,
TX-373,Polk County,Texas,1472,-429,11,1901,
TX-375,Potter County,Texas,3637,-656,8,4293,
TX-377,Presidio County,Texas,1902,-489,10,2391,
TX-379,Rains County,Texas,2160,-526,9,2686,
TX-381,Randall County,Texas,3753,-559,11,4312,
TX-383,Reagan County,Texas,2088,-582,6,2670,
TX-385,Real County,Texas,1595,-489,5,2084,
TX-387,Red River County,Texas,2336,-544,7,2880,
TX-389,Reeves County,Texas,2016,-579,8,2595,
TX-391,Refugio County,Texas,717,-490,3,1207,
TX-393,Roberts County,Texas,3629,-629,8,4258,
TX-395,Robertson County,Texas,1605,-486,9,2091,
TX-397,Rockwall County,Texas,2085,-543,8,2628,
TX-399,Runnels County,Texas,2176,-452,10,2628,
TX-401,Rusk County,Texas,1916,-335,15,2251,
TX-403,Sabine County,Texas,1527,-601,3,2128,
TX-405,San Augustine County,Texas,1554,-556,3,2110,
TX-407,San Jacinto County,Texas,1377,-461,8,1838,
TX-409,San Patricio County,Texas,695,-428,4,1123,
TX-411,San Saba County,Texas,1757,-591,7,2348,
TX-413,Schleicher County,Texas,2033,-554,5,2587,
TX-415,Scurry County,Texas,2443,-485,7,2928,
TX-417,Shackelford County,Texas,2320,-451,9,2771,
TX-419,Shelby County,Texas,1799,-405,10,2204,
TX-421,Sherman County,Texas,4028,-581,10,4609,
TX-423,Smith County,Texas,2056,-356,16,2412,
TX-425,Somervell County,Texas,1927,-499,8,2426,
TX-427,Starr County,Texas,518,-343,5,861,
TX-429,Stephens County,Texas,2370,-406,12,2776,
TX-431,Sterling County,Texas,2262,-473,8,2735,
TX-433,Stonewall County,Texas,2515,-399,12,2914,
TX-435,Sutton County,Texas,1906,-541,7,2447,
TX-437,Swisher County,Texas,3622,-467,16,4089,
TX-439,Tarrant County,Texas,1994,-484,10,2478,
TX-441,Taylor County,Texas,2331,-427,10,2758,
TX-443,Terrell County,Texas,1657,-531,4,2188,
TX-445,Terry County,Texas,3032,-363,18,3395,
TX-447,Throckmorton County,Texas,2418,-466,8,2884,
TX-449,Titus County,Texas,2181,-540,8,2721,
TX-451,Tom Green County,Texas,2061,-483,9,2544,
TX-453,Travis County,Texas,1406,-533,6,1939,
TX-455,Trinity County,Texas,1596,-396,12,1992,
TX-457,Tyler County,Texas,1498,-427,8,1925,
TX-459,Upshur County,Texas,2152,-344,16,2496,
TX-461,Upton County,Texas,1969,-560,7,2529,
TX-463,Uvalde County,Texas,1196,-450,6,1646,
TX-465,Val Verde County,Texas,1418,-499,5,1917,
TX-467,Van Zandt County,Texas,2127,-416,13,2543,
TX-469,Victoria County,Texas,808,-547,3,1355,
TX-471,Walker County,Texas,1485,-429,11,1914,
TX-473,Waller County,Texas,1170,-532,6,1702,
TX-475,Ward County,Texas,1960,-611,7,2571,
TX-477,Washington County,Texas,1289,-523,7,1812,
TX-479,Webb County,Texas,747,-429,5,1176,
TX-481,Wharton County,Texas,915,-568,2,1483,
TX-483,Wheeler County,Texas,3454,-600,8,4054,
TX-485,Wichita County,Texas,2596,-494,8,3090,
TX-487,Wilbarger County,Texas,2637,-520,8,3157,
TX-489,Willacy County,Texas,465,-315,5,780,
TX-491,Williamson County,Texas,1536,-535,8,2071,
TX-493,Wilson County,Texas,1058,-446,7,1504,
TX-495,Winkler County,Texas,2185,-566,7,2751,
TX-497,Wise County,Texas,2270,-499,9,2769,
TX-499,Wood County,Texas,2150,-456,10,2606,
TX-501,Yoakum County,Texas,3172,-416,16,3588,
TX-503,Young County,Texas,2416,-458,9,2874,
TX-505,Zapata County,Texas,583,-383,6,966,
TX-507,Zavala County,Texas,977,-452,4,1429,
UT-001,Beaver County,Utah,5912,-761,9,6673,
UT-003,Box Elder County,Utah,6421,-639,13,7060,
UT-005,Cache County,Utah,7576,-765,13,8341,
UT-007,Carbon County,Utah,7215,-836,11,8051,
UT-009,Daggett County,Utah,8416,-572,27,8988,
UT-011,Davis County,Utah,5907,-813,9,6720,
UT-013,Duchesne County,Utah,8062,-995,10,9057,
UT-015,Emery County,Utah,5799,-630,20,6429,
UT-017,Garfield County,Utah,5974,-786,10,6760,
UT-019,Grand County,Utah,5572,-817,14,6389,
UT-021,Iron County,Utah,5758,-924,6,6682,
UT-023,Juab County,Utah,5758,-656,8,6414,
UT-025,Kane County,Utah,4965,-720,7,5685,
UT-027,Millard County,Utah,5527,-688,7,6215,
UT-029,Morgan County,Utah,7361,-931,9,8292,
UT-031,Piute County,Utah,7113,-1129,3,8242,
UT-033,Rich County,Utah,8763,-614,21,9377,
UT-035,Salt Lake County,Utah,5966,-810,9,6776,
UT-037,San Juan County,Utah,5116,-556,20,5672,
UT-039,Sanpete County,Utah,7249,-834,8,8083,
UT-041,Sevier County,Utah,6926,-865,6,7791,
UT-043,Summit County,Utah,8989,-930,8,9919,
UT-045,Tooele County,Utah,5649,-646,7,6295,
UT-047,Uintah County,Utah,7108,-712,23,7820,
UT-049,Utah County,Utah,6552,-752,8,7304,
UT-051,Wasatch County,Utah,8145,-977,8,9122,
UT-053,Washington County,Utah,4088,-623,6,4711,
UT-055,Wayne County,Utah,5614,-613,19,6227,
UT-057,Weber County,Utah,6737,-932,7,7669,
VT-001,Addison County,Vermont,7315,-1013,9,8328,
VT-003,Bennington County,Vermont,7364,-1262,4,8626,
VT-005,Caledonia County,Vermont,8244,-906,12,9150,
VT-007,Chittenden County,Vermont,7016,-1351,4,8367,
VT-009,Essex County,Vermont,8483,-1019,11,9502,
VT-011,Franklin County,Vermont,7317,-1272,6,8589,
VT-013,Grand Isle County,Vermont,7011,-1043,8,8054,
VT-015,Lamoille County,Vermont,7845,-1331,6,9176,
VT-017,Orange County,Vermont,7629,-1150,6,8779,
VT-019,Orleans County,Vermont,8151,-1141,7,9292,
VT-021,Rutland County,Vermont,7458,-1036,9,8494,
VT-023,Washington County,Vermont,7890,-1120,8,9010,
VT-025,Windham County,Vermont,7120,-1143,6,8263,
VT-027,Windsor County,Vermont,7341,-1179,7,8520,
VA-001,Accomack County,Virginia,3240,-943,3,4183,
VA-003,Albemarle County,Virginia,3731,-952,3,4683,
VA-005,Alleghany County,Virginia,4652,-597,8,5249,
VA-007,Amelia County,Virginia,3394,-788,3,4182,
VA-009,Amherst County,Virginia,3885,-830,3,4715,
VA-011,Appomattox County,Virginia,3678,-825,5,4503,
VA-013,Arlington County,Virginia,3760,-918,5,4678,
VA-015,Augusta County,Virginia,4517,-848,6,5365,
VA-017,Bath County,Virginia,4869,-669,7,5538,
VA-019,Bedford County,Virginia,3688,-809,3,4497,
VA-021,Bland County,Virginia,5044,-545,15,5589,
VA-023,Botetourt County,Virginia,4171,-542,9,4713,
VA-025,Brunswick County,Virginia,3183,-826,3,4009,
VA-027,Buchanan County,Virginia,4292,-642,9,4934,
VA-029,Buckingham County,Virginia,3547,-860,3,4407,
VA-031,Campbell County,Virginia,3532,-967,1,4499,
VA-033,Caroline County,Virginia,3607,-783,6,4390,
VA-035,Carroll County,Virginia,4619,-701,10,5320,
VA-036,Charles City County,Virginia,3107,-670,4,3777,
VA-037,Charlotte County,Virginia,3506,-841,3,4347,
VA-041,Chesterfield County,Virginia,3339,-683,5,4022,
VA-043,Clarke County,Virginia,4354,-935,5,5289,
VA-045,Craig County,Virginia,4646,-596,9,5242,
VA-047,Culpeper County,Virginia,3878,-958,4,4836,
VA-049,Cumberland County,Virginia,3472,-832,3,4304,
VA-051,Dickenson County,Virginia,4295,-617,9,4912,
VA-053,Dinwiddie County,Virginia,3207,-797,3,4004,
VA-057,Essex County,Virginia,3545,-662,8,4207,
VA-059,Fairfax County,Virginia,3799,-981,3,4780,
VA-061,Fauquier County,Virginia,4037,-1014,3,5051,
VA-063,Floyd County,Virginia,4843,-669,8,5512,
VA-065,Fluvanna County,Virginia,3516,-937,3,4453,
VA-067,Franklin County,Virginia,3780,-725,5,4505,
VA-069,Frederick County,Virginia,4551,-894,6,5445,
VA-071,Giles County,Virginia,4803,-613,10,5416,
VA-073,Gloucester County,Virginia,3117,-739,3,3856,
VA-075,Goochland County,Virginia,3562,-783,3,4345,
VA-077,Grayson County,Virginia,5130,-716,9,5846,
VA-079,Greene County,Virginia,4035,-1033,3,5068,
VA-081,Greensville County,Virginia,3058,-801,3,3859,
VA-083,Halifax County,Virginia,3402,-809,3,4211,
VA-085,Hanover County,Virginia,3524,-715,4,4239,
VA-087,Henrico County,Virginia,3355,-670,5,4025,
VA-089,Henry County,Virginia,3562,-679,5,4241,
VA-091,Highland County,Virginia,5511,-804,7,6315,
VA-093,Isle of Wight County,Virginia,2877,-777,3,3654,
VA-095,James City County,Virginia,3040,-744,3,3784,
VA-097,King and Queen County,Virginia,3430,-664,7,4094,
VA-099,King George County,Virginia,3491,-913,5,4404,
VA-101,King William County,Virginia,3420,-682,5,4102,
VA-103,Lancaster County,Virginia,3422,-674,7,4096,
VA-105,Lee County,Virginia,4208,-398,21,4606,
VA-107,Loudoun County,Virginia,4111,-1034,4,5145,
VA-109,Louisa County,Virginia,3758,-798,4,4556,
VA-111,Lunenburg County,Virginia,3386,-818,3,4204,
VA-113,Madison County,Virginia,4144,-993,3,5137,
VA-115,Mathews County,Virginia,3116,-773,3,3889,
VA-117,Mecklenburg County,Virginia,3273,-797,3,4070,
VA-119,Middlesex County,Virginia,3323,-682,6,4005,
VA-121,Montgomery County,Virginia,4443,-686,7,5129,
VA-125,Nelson County,Virginia,4002,-820,6,4822,
VA-127,New Kent County,Virginia,3276,-669,4,3945,
VA-131,Northampton County,Virginia,3030,-876,3,3906,
VA-133,Northumberland County,Virginia,3513,-716,6,4229,
VA-135,Nottoway County,Virginia,3362,-835,3,4197,
VA-137,Orange County,Virginia,3797,-909,3,4706,
VA-139,Page County,Virginia,4494,-982,6,5476,
VA-141,Patrick County,Virginia,4002,-634,10,4636,
VA-143,Pittsylvania County,Virginia,3521,-733,4,4254,
VA-145,Powhatan County,Virginia,3481,-756,4,4237,
VA-147,Prince Edward County,Virginia,3547,-787,5,4334,
VA-149,Prince George County,Virginia,3090,-698,4,3788,
VA-153,Prince William County,Virginia,3726,-1063,2,4789,
VA-155,Pulaski County,Virginia,4515,-693,6,5208,
VA-157,Rappahannock County,Virginia,4334,-952,5,5286,
VA-159,Richmond County,Virginia,3583,-629,11,4212,
VA-161,Roanoke County,Virginia,4070,-659,8,4729,
VA-163,Rockbridge County,Virginia,4304,-642,7,4946,
VA-165,Rockingham County,Virginia,4427,-1018,2,5445,
VA-167,Russell County,Virginia,4325,-727,6,5052,
VA-169,Scott County,Virginia,4005,-567,10,4572,
VA-171,Shenandoah County,Virginia,4486,-906,6,5392,
VA-173,Smyth County,Virginia,4782,-729,7,5511,
VA-175,Southampton County,Virginia,2967,-785,3,3752,
VA-177,Spotsylvania County,Virginia,3828,-818,6,4646,
VA-179,Stafford County,Virginia,3640,-1002,2,4642,
VA-181,Surry County,Virginia,2964,-778,3,3742,
VA-183,Sussex County,Virginia,3025,-814,3,3839,
VA-185,Tazewell County,Virginia,4959,-654,8,5613,
VA-187,Warren County,Virginia,4426,-911,5,5337,
VA-191,Washington County,Virginia,4182,-729,7,4911,
VA-193,Westmoreland County,Virginia,3561,-739,6,4300,
VA-195,Wise County,Virginia,4622,-484,14,5106,
VA-197,Wythe County,Virginia,4748,-680,9,5428,
VA-199,York County,Virginia,2950,-774,3,3724,
VA-510,Alexandria City,Virginia,3638,-934,4,4572,
VA-520,Bristol City,Virginia,3850,-701,7,4551,
VA-530,Buena Vista City,Virginia,3981,-675,6,4656,
VA-540,Charlottesville City,Virginia,3637,-926,3,4563,
VA-550,Chesapeake City,Virginia,2720,-857,3,3577,
VA-570,Colonial Heights City,Virginia,3224,-630,7,3854,
VA-580,Covington City,Virginia,4287,-544,9,4831,
VA-590,Danville City,Virginia,3325,-671,6,3996,
VA-595,Emporia City,Virginia,3032,-810,3,3842,
VA-600,Fairfax City,Virginia,3885,-956,5,4841,
VA-610,Falls Church City,Virginia,3882,-921,5,4803,
VA-620,Franklin City,Virginia,2935,-766,3,3701,
VA-630,Fredericksburg City,Virginia,3705,-911,5,4616,
VA-640,Galax City,Virginia,4631,-714,11,5345,
VA-650,Hampton City,Virginia,2801,-778,3,3579,
VA-660,Harrisonburg City,Virginia,4132,-1025,2,5157,
VA-670,Hopewell City,Virginia,3174,-591,7,3765,
VA-680,Lynchburg City,Virginia,3543,-979,1,4522,
VA-683,Manassas City,Virginia,3769,-1046,3,4815,
VA-685,Manassas Park City,Virginia,3790,-1025,3,4815,
VA-690,Martinsville City,Virginia,3577,-668,5,4245,
VA-700,Newport News City,Virginia,2830,-783,3,3613,
VA-710,Norfolk City,Virginia,2623,-868,3,3491,
VA-720,Norton City,Virginia,4634,-455,19,5089,
VA-730,Petersburg City,Virginia,3197,-665,6,3862,
VA-735,Poquoson City,Virginia,2842,-783,3,3625,
VA-740,Portsmouth City,Virginia,2640,-818,3,3458,
VA-750,Radford City,Virginia,4400,-693,6,5093,
VA-760,Richmond City,Virginia,3375,-671,5,4046,
VA-770,Roanoke City,Virginia,3726,-675,7,4401,
VA-775,Salem City,Virginia,3754,-686,6,4440,
