# Title: January - December 2020 Contiguous U.S. County Heating Degree Days,,,,,,,
# Units: Fahrenheit Degree-Days,,,,,,,
# Missing: -99,,,,,,,
# Note: Period of Record: 129 Years,,,,,,,
ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean,
KY-045,Casey County,Kentucky,4104,-638,9,4742,
KY-047,Christian County,Kentucky,3626,-590,10,4216,
KY-049,Clark County,Kentucky,4263,-617,9,4880,
KY-051,Clay County,Kentucky,3967,-587,9,4554,
KY-053,Clinton County,Kentucky,3659,-759,6,4418,
KY-055,Crittenden County,Kentucky,3972,-440,17,4412,
KY-057,Cumberland County,Kentucky,3621,-663,9,4284,
KY-059,Daviess County,Kentucky,4118,-393,23,4511,
KY-061,Edmonson County,Kentucky,3805,-577,11,4382,
KY-063,Elliott County,Kentucky,4380,-565,13,4945,
KY-065,Estill County,Kentucky,4074,-539,10,4613,
KY-067,Fayette County,Kentucky,4297,-691,9,4988,
KY-069,Fleming County,Kentucky,4503,-519,16,5022,
KY-071,Floyd County,Kentucky,3893,-600,9,4493,
KY-073,Franklin County,Kentucky,4162,-754,9,4916,
KY-075,Fulton County,Kentucky,3627,-437,17,4064,
KY-077,Gallatin County,Kentucky,4222,-842,8,5064,
KY-079,Garrard County,Kentucky,4165,-570,12,4735,
KY-081,Grant County,Kentucky,4341,-792,9,5133,
KY-083,Graves County,Kentucky,3765,-408,20,4173,
KY-085,Grayson County,Kentucky,4038,-554,16,4592,
KY-087,Green County,Kentucky,3889,-621,10,4510,
KY-089,Greenup County,Kentucky,4424,-667,9,5091,
KY-091,Hancock County,Kentucky,4318,-264,34,4582,
KY-093,Hardin County,Kentucky,4150,-567,13,4717,
KY-095,Harlan County,Kentucky,4519,-403,22,4922,
KY-097,Harrison County,Kentucky,4359,-709,9,5068,
KY-099,Hart County,Kentucky,3924,-562,12,4486,
KY-101,Henderson County,Kentucky,4111,-392,19,4503,
KY-103,Henry County,Kentucky,4243,-783,9,5026,
KY-105,Hickman County,Kentucky,3691,-454,16,4145,
KY-107,Hopkins County,Kentucky,3762,-551,12,4313,
KY-109,Jackson County,Kentucky,4162,-573,9,4735,
KY-111,Jefferson County,Kentucky,4040,-714,9,4754,
KY-113,Jessamine County,Kentucky,4218,-645,10,4863,
KY-115,Johnson County,Kentucky,4045,-652,8,4697,
KY-117,Kenton County,Kentucky,4459,-763,8,5222,
KY-119,Knott County,Kentucky,4039,-576,11,4615,
KY-121,Knox County,Kentucky,3998,-526,12,4524,
KY-123,Larue County,Kentucky,4094,-567,12,4661,
KY-125,Laurel County,Kentucky,4016,-594,10,4610,
KY-127,Lawrence County,Kentucky,4148,-657,8,4805,
KY-129,Lee County,Kentucky,4005,-529,10,4534,
KY-131,Leslie County,Kentucky,4084,-543,12,4627,
KY-133,Letcher County,Kentucky,4266,-492,14,4758,
KY-135,Lewis County,Kentucky,4547,-576,14,5123,
KY-137,Lincoln County,Kentucky,4202,-579,10,4781,
KY-139,Livingston County,Kentucky,3888,-461,17,4349,
KY-141,Logan County,Kentucky,3727,-496,17,4223,
KY-143,Lyon County,Kentucky,3847,-368,21,4215,
KY-145,McCracken County,Kentucky,3703,-611,12,4314,
KY-147,McCreary County,Kentucky,3942,-633,8,4575,
KY-149,McLean County,Kentucky,3892,-519,15,4411,
KY-151,Madison County,Kentucky,4139,-567,11,4706,
KY-153,Magoffin County,Kentucky,4052,-630,9,4682,
KY-155,Marion County,Kentucky,4108,-578,10,4686,
KY-157,Marshall County,Kentucky,3766,-389,20,4155,
KY-159,Martin County,Kentucky,3968,-603,9,4571,
KY-161,Mason County,Kentucky,4537,-631,11,5168,
KY-163,Meade County,Kentucky,4284,-491,19,4775,
KY-165,Menifee County,Kentucky,4359,-466,20,4825,
KY-167,Mercer County,Kentucky,4204,-625,11,4829,
KY-169,Metcalfe County,Kentucky,3918,-540,15,4458,
KY-171,Monroe County,Kentucky,3830,-445,19,4275,
KY-173,Montgomery County,Kentucky,4318,-608,11,4926,
KY-175,Morgan County,Kentucky,4271,-527,15,4798,
KY-177,Muhlenberg County,Kentucky,3772,-533,15,4305,
KY-179,Nelson County,Kentucky,4098,-603,10,4701,
KY-181,Nicholas County,Kentucky,4416,-636,9,5052,
KY-183,Ohio County,Kentucky,3975,-500,16,4475,
KY-185,Oldham County,Kentucky,4263,-719,9,4982,
KY-187,Owen County,Kentucky,4238,-802,9,5040,
KY-189,Owsley County,Kentucky,3929,-581,9,4510,
KY-191,Pendleton County,Kentucky,4373,-734,8,5107,
KY-193,Perry County,Kentucky,4001,-567,11,4568,
KY-195,Pike County,Kentucky,3932,-575,11,4507,
KY-197,Powell County,Kentucky,4179,-520,10,4699,
KY-199,Pulaski County,Kentucky,3960,-636,10,4596,
KY-201,Robertson County,Kentucky,4440,-673,9,5113,
KY-203,Rockcastle County,Kentucky,4140,-580,10,4720,
KY-205,Rowan County,Kentucky,4552,-392,24,4944,
KY-207,Russell County,Kentucky,3801,-739,8,4540,
KY-209,Scott County,Kentucky,4294,-744,9,5038,
KY-211,Shelby County,Kentucky,4261,-721,9,4982,
KY-213,Simpson County,Kentucky,3694,-510,16,4204,
KY-215,Spencer County,Kentucky,4150,-672,9,4822,
KY-217,Taylor County,Kentucky,3999,-634,9,4633,
KY-219,Todd County,Kentucky,3658,-566,10,4224,
KY-221,Trigg County,Kentucky,3680,-465,17,4145,
KY-223,Trimble County,Kentucky,4283,-780,9,5063,
KY-225,Union County,Kentucky,4066,-406,20,4472,
KY-227,Warren County,Kentucky,3677,-562,11,4239,
KY-229,Washington County,Kentucky,4179,-593,11,4772,
KY-231,Wayne County,Kentucky,3792,-733,6,4525,
KY-233,Webster County,Kentucky,3932,-472,14,4404,
KY-235,Whitley County,Kentucky,3964,-533,13,4497,
KY-237,Wolfe County,Kentucky,4157,-524,10,4681,
KY-239,Woodford County,Kentucky,4206,-712,9,4918,
LA-001,Acadia Parish,Louisiana,1286,-330,12,1616,
LA-003,Allen Parish,Louisiana,1416,-349,10,1765,
LA-005,Ascension Parish,Louisiana,1153,-481,6,1634,
LA-007,Assumption Parish,Louisiana,1074,-458,7,1532,
LA-009,Avoyelles Parish,Louisiana,1530,-356,11,1886,
LA-011,Beauregard Parish,Louisiana,1379,-455,8,1834,
LA-013,Bienville Parish,Louisiana,1981,-516,9,2497,
LA-015,Bossier Parish,Louisiana,1993,-491,10,2484,
LA-017,Caddo Parish,Louisiana,1957,-444,11,2401,
LA-019,Calcasieu Parish,Louisiana,1199,-432,7,1631,
LA-021,Caldwell Parish,Louisiana,1904,-415,12,2319,
LA-023,Cameron Parish,Louisiana,1102,-400,9,1502,
LA-025,Catahoula Parish,Louisiana,1714,-402,10,2116,
LA-027,Claiborne Parish,Louisiana,2280,-336,17,2616,
LA-029,Concordia Parish,Louisiana,1617,-413,10,2030,
LA-031,De Soto Parish,Louisiana,1881,-438,10,2319,
LA-033,East Baton Rouge Parish,Louisiana,1238,-508,4,1746,
LA-035,East Carroll Parish,Louisiana,2017,-491,9,2508,
LA-037,East Feliciana Parish,Louisiana,1357,-542,5,1899,
LA-039,Evangeline Parish,Louisiana,1442,-333,13,1775,
LA-041,Franklin Parish,Louisiana,1902,-378,14,2280,
LA-043,Grant Parish,Louisiana,1738,-380,12,2118,
LA-045,Iberia Parish,Louisiana,1136,-400,9,1536,
LA-047,Iberville Parish,Louisiana,1175,-462,8,1637,
LA-049,Jackson Parish,Louisiana,2012,-490,9,2502,
LA-051,Jefferson Parish,Louisiana,998,-405,8,1403,
LA-053,Jefferson Davis Parish,Louisiana,1263,-322,11,1585,
LA-055,Lafayette Parish,Louisiana,1233,-377,11,1610,
LA-057,Lafourche Parish,Louisiana,973,-396,8,1369,
LA-059,La Salle Parish,Louisiana,1731,-414,9,2145,
LA-061,Lincoln Parish,Louisiana,2129,-460,12,2589,
LA-063,Livingston Parish,Louisiana,1234,-501,6,1735,
LA-065,Madison Parish,Louisiana,1926,-438,13,2364,
LA-067,Morehouse Parish,Louisiana,2134,-424,11,2558,
LA-069,Natchitoches Parish,Louisiana,1751,-427,10,2178,
LA-071,Orleans Parish,Louisiana,1074,-454,7,1528,
LA-073,Ouachita Parish,Louisiana,2055,-407,14,2462,
LA-075,Plaquemines Parish,Louisiana,952,-386,7,1338,
LA-077,Pointe Coupee Parish,Louisiana,1312,-447,8,1759,
LA-079,Rapides Parish,Louisiana,1572,-396,10,1968,
LA-081,Red River Parish,Louisiana,1854,-507,9,2361,
LA-083,Richland Parish,Louisiana,2019,-367,16,2386,
LA-085,Sabine Parish,Louisiana,1698,-507,8,2205,
LA-087,St. Bernard Parish,Louisiana,1065,-432,8,1497,
LA-089,St. Charles Parish,Louisiana,1015,-446,5,1461,
LA-091,St. Helena Parish,Louisiana,1385,-575,3,1960,
LA-093,St. James Parish,Louisiana,1103,-467,7,1570,
LA-095,St. John the Baptist Parish,Louisiana,1091,-489,4,1580,
LA-097,St. Landry Parish,Louisiana,1368,-356,12,1724,
LA-099,St. Martin Parish,Louisiana,1173,-421,9,1594,
LA-101,St. Mary Parish,Louisiana,1045,-454,6,1499,
LA-103,St. Tammany Parish,Louisiana,1222,-541,4,1763,
LA-105,Tangipahoa Parish,Louisiana,1305,-554,3,1859,
LA-107,Tensas Parish,Louisiana,1803,-419,12,2222,
LA-109,Terrebonne Parish,Louisiana,937,-420,6,1357,
LA-111,Union Parish,Louisiana,2152,-444,13,2596,
LA-113,Vermilion Parish,Louisiana,1142,-361,11,1503,
LA-115,Vernon Parish,Louisiana,1533,-502,6,2035,
LA-117,Washington Parish,Louisiana,1400,-568,3,1968,
LA-119,Webster Parish,Louisiana,2103,-426,13,2529,
LA-121,West Baton Rouge Parish,Louisiana,1212,-483,5,1695,
LA-123,West Carroll Parish,Louisiana,2089,-442,11,2531,
LA-125,West Feliciana Parish,Louisiana,1352,-499,7,1851,
LA-127,Winn Parish,Louisiana,1858,-438,10,2296,
ME-001,Androscoggin County,Maine,7059,-1106,9,8165,
ME-003,Aroostook County,Maine,8938,-1067,9,10005,
ME-005,Cumberland County,Maine,6848,-1044,7,7892,
ME-007,Franklin County,Maine,8602,-1150,9,9752,
ME-009,Hancock County,Maine,7061,-1107,7,8168,
ME-011,Kennebec County,Maine,7067,-1157,8,8224,
ME-013,Knox County,Maine,6952,-1068,9,8020,
ME-015,Lincoln County,Maine,6845,-1109,8,7954,
ME-017,Oxford County,Maine,7842,-1219,7,9061,
ME-019,Penobscot County,Maine,7696,-1147,8,8843,
ME-021,Piscataquis County,Maine,8605,-1178,8,9783,
ME-023,Sagadahoc County,Maine,6801,-1072,10,7873,
ME-025,Somerset County,Maine,8583,-1113,9,9696,
ME-027,Waldo County,Maine,7167,-1109,9,8276,
ME-029,Washington County,Maine,7135,-1317,6,8452,
ME-031,York County,Maine,6763,-871,11,7634,
MD-001,Allegany County,Maryland,4901,-750,8,5651,
MD-003,Anne Arundel County,Maryland,3634,-969,4,4603,
MD-005,Baltimore County,Maryland,4185,-1023,5,5208,
MD-009,Calvert County,Maryland,3602,-905,3,4507,
MD-011,Caroline County,Maryland,3775,-978,4,4753,
MD-013,Carroll County,Maryland,4540,-977,5,5517,
MD-015,Cecil County,Maryland,4175,-967,6,5142,
MD-017,Charles County,Maryland,3517,-980,3,4497,
MD-019,Dorchester County,Maryland,3505,-988,3,4493,
MD-021,Frederick County,Maryland,4440,-924,6,5364,
MD-023,Garrett County,Maryland,5772,-970,3,6742,
MD-025,Harford County,Maryland,4210,-959,6,5169,
MD-027,Howard County,Maryland,4157,-1045,5,5202,
MD-029,Kent County,Maryland,3978,-823,6,4801,
MD-031,Montgomery County,Maryland,4083,-980,5,5063,
MD-033,Prince George&#039;s County,Maryland,3759,-917,5,4676,
MD-035,Queen Anne&#039;s County,Maryland,3884,-867,5,4751,
MD-037,St. Mary&#039;s County,Maryland,3539,-865,4,4404,
MD-039,Somerset County,Maryland,3351,-990,3,4341,
MD-041,Talbot County,Maryland,3640,-902,5,4542,
MD-043,Washington County,Maryland,4573,-882,7,5455,
MD-045,Wicomico County,Maryland,3459,-1058,3,4517,
MD-047,Worcester County,Maryland,3399,-1020,3,4419,
MD-510,Baltimore City,Maryland,3679,-1100,3,4779,
MD-511,Washington, D.C.,District of Columbia,3755,-900,5,4655
MA-001,Barnstable County,Massachusetts,5029,-1129,4,6158,
MA-003,Berkshire County,Massachusetts,6602,-1181,4,7783,
MA-005,Bristol County,Massachusetts,5189,-1029,5,6218,
MA-007,Dukes County,Massachusetts,4938,-1079,3,6017,
MA-009,Essex County,Massachusetts,5614,-1101,4,6715,
MA-011,Franklin County,Massachusetts,6180,-1252,4,7432,
MA-013,Hampden County,Massachusetts,5903,-1048,4,6951,
MA-015,Hampshire County,Massachusetts,6068,-1052,5,7120,
MA-017,Middlesex County,Massachusetts,5569,-1158,4,6727,
MA-019,Nantucket County,Massachusetts,4894,-1284,3,6178,
MA-021,Norfolk County,Massachusetts,5322,-1168,3,6490,
MA-023,Plymouth County,Massachusetts,5165,-1086,4,6251,
MA-025,Suffolk County,Massachusetts,5180,-1220,3,6400,
MA-027,Worcester County,Massachusetts,5937,-1196,4,7133,
MI-001,Alcona County,Michigan,7462,-959,13,8421,
MI-003,Alger County,Michigan,8561,-632,20,9193,
MI-005,Allegan County,Michigan,6172,-671,17,6843,
MI-007,Alpena County,Michigan,7437,-1032,12,8469,
MI-009,Antrim County,Michigan,7390,-959,12,8349,
MI-011,Arenac County,Michigan,6728,-1089,10,7817,
MI-013,Baraga County,Michigan,9038,-837,17,9875,
MI-015,Barry County,Michigan,6340,-762,15,7102,
MI-017,Bay County,Michigan,6369,-1097,8,7466,
MI-019,Benzie County,Michigan,7164,-1123,12,8287,
MI-021,Berrien County,Michigan,5798,-832,11,6630,
MI-023,Branch County,Michigan,6206,-726,14,6932,
MI-025,Calhoun County,Michigan,6253,-824,13,7077,
MI-027,Cass County,Michigan,5988,-841,11,6829,
MI-029,Charlevoix County,Michigan,7432,-891,16,8323,
MI-031,Cheboygan County,Michigan,7675,-924,14,8599,
MI-033,Chippewa County,Michigan,8387,-951,13,9338,
MI-035,Clare County,Michigan,7116,-1041,11,8157,
MI-037,Clinton County,Michigan,6334,-860,13,7194,
MI-039,Crawford County,Michigan,7663,-965,12,8628,
MI-041,Delta County,Michigan,8164,-731,17,8895,
MI-043,Dickinson County,Michigan,8650,-816,15,9466,
MI-045,Eaton County,Michigan,6354,-819,12,7173,
MI-047,Emmet County,Michigan,7594,-1013,14,8607,
MI-049,Genesee County,Michigan,6085,-1196,5,7281,
MI-051,Gladwin County,Michigan,6838,-1019,12,7857,
MI-053,Gogebic County,Michigan,9149,-675,21,9824,
MI-055,Grand Traverse County,Michigan,7146,-1189,10,8335,
MI-057,Gratiot County,Michigan,6341,-1025,9,7366,
MI-059,Hillsdale County,Michigan,6256,-811,12,7067,
MI-061,Houghton County,Michigan,8588,-949,13,9537,
MI-063,Huron County,Michigan,6417,-1296,5,7713,
MI-065,Ingham County,Michigan,6351,-888,12,7239,
MI-067,Ionia County,Michigan,6437,-820,13,7257,
MI-069,Iosco County,Michigan,7058,-1047,11,8105,
MI-071,Iron County,Michigan,9202,-792,18,9994,
MI-073,Isabella County,Michigan,6651,-1069,11,7720,
MI-075,Jackson County,Michigan,6310,-881,10,7191,
MI-077,Kalamazoo County,Michigan,6134,-798,13,6932,
MI-079,Kalkaska County,Michigan,7483,-1030,11,8513,
MI-081,Kent County,Michigan,6448,-793,14,7241,
MI-083,Keweenaw County,Michigan,8604,-1040,12,9644,
MI-085,Lake County,Michigan,7166,-758,15,7924,
MI-087,Lapeer County,Michigan,6249,-1096,7,7345,
MI-089,Leelanau County,Michigan,7125,-1170,11,8295,
MI-091,Lenawee County,Michigan,5934,-920,10,6854,
MI-093,Livingston County,Michigan,6284,-1046,8,7330,
MI-095,Luce County,Michigan,8640,-775,16,9415,
MI-097,Mackinac County,Michigan,8193,-913,14,9106,
MI-099,Macomb County,Michigan,5839,-1058,8,6897,
MI-101,Manistee County,Michigan,7219,-806,16,8025,
MI-103,Marquette County,Michigan,8885,-771,17,9656,
MI-105,Mason County,Michigan,7134,-618,21,7752,
MI-107,Mecosta County,Michigan,6967,-908,12,7875,
MI-109,Menominee County,Michigan,8029,-775,17,8804,
MI-111,Midland County,Michigan,6406,-1064,10,7470,
MI-113,Missaukee County,Michigan,7417,-1079,10,8496,
MI-115,Monroe County,Michigan,5543,-1019,7,6562,
MI-117,Montcalm County,Michigan,6651,-944,11,7595,
MI-119,Montmorency County,Michigan,7680,-905,14,8585,
MI-121,Muskegon County,Michigan,6382,-884,12,7266,
MI-123,Newaygo County,Michigan,6811,-841,13,7652,
MI-125,Oakland County,Michigan,6133,-1074,8,7207,
MI-127,Oceana County,Michigan,6805,-835,13,7640,
MI-129,Ogemaw County,Michigan,7250,-1082,11,8332,
MI-131,Ontonagon County,Michigan,8750,-822,16,9572,
MI-133,Osceola County,Michigan,7323,-941,13,8264,
MI-135,Oscoda County,Michigan,7595,-994,12,8589,
MI-137,Otsego County,Michigan,7938,-841,16,8779,
MI-139,Ottawa County,Michigan,6228,-744,14,6972,
MI-141,Presque Isle County,Michigan,7588,-950,13,8538,
MI-143,Roscommon County,Michigan,7361,-1100,10,8461,
MI-145,Saginaw County,Michigan,6187,-1109,6,7296,
MI-147,St. Clair County,Michigan,5985,-1059,8,7044,
MI-149,St. Joseph County,Michigan,6063,-757,14,6820,
MI-151,Sanilac County,Michigan,6329,-1135,5,7464,
MI-153,Schoolcraft County,Michigan,8300,-685,18,8985,
MI-155,Shiawassee County,Michigan,6234,-1013,7,7247,
MI-157,Tuscola County,Michigan,6294,-1123,6,7417,
MI-159,Van Buren County,Michigan,6021,-761,12,6782,
MI-161,Washtenaw County,Michigan,6148,-967,8,7115,
MI-163,Wayne County,Michigan,5716,-1010,7,6726,
MI-165,Wexford County,Michigan,7402,-1017,11,8419,
MN-001,Aitkin County,Minnesota,8941,-897,15,9838,
MN-003,Anoka County,Minnesota,7784,-734,18,8518,
MN-005,Becker County,Minnesota,9338,-546,25,9884,
MN-007,Beltrami County,Minnesota,9624,-734,23,10358,
MN-009,Benton County,Minnesota,8217,-828,18,9045,
MN-011,Big Stone County,Minnesota,7977,-782,16,8759,
MN-013,Blue Earth County,Minnesota,7560,-500,26,8060,
MN-015,Brown County,Minnesota,7471,-703,18,8174,
MN-017,Carlton County,Minnesota,9176,-709,22,9885,
MN-019,Carver County,Minnesota,7601,-762,15,8363,
MN-021,Cass County,Minnesota,8998,-848,17,9846,
MN-023,Chippewa County,Minnesota,7819,-751,16,8570,
MN-025,Chisago County,Minnesota,8018,-676,20,8694,
MN-027,Clay County,Minnesota,8965,-516,32,9481,
MN-029,Clearwater County,Minnesota,9678,-544,30,10222,
MN-031,Cook County,Minnesota,10147,-720,16,10867,
MN-033,Cottonwood County,Minnesota,7516,-817,16,8333,
MN-035,Crow Wing County,Minnesota,8613,-941,14,9554,
MN-037,Dakota County,Minnesota,7453,-741,17,8194,
MN-039,Dodge County,Minnesota,7834,-665,20,8499,
MN-041,Douglas County,Minnesota,8614,-825,17,9439,
MN-043,Faribault County,Minnesota,7540,-477,26,8017,
MN-045,Fillmore County,Minnesota,7722,-548,26,8270,
MN-047,Freeborn County,Minnesota,7638,-600,23,8238,
MN-049,Goodhue County,Minnesota,7625,-690,17,8315,
MN-051,Grant County,Minnesota,8308,-866,15,9174,
MN-053,Hennepin County,Minnesota,7586,-810,15,8396,
MN-055,Houston County,Minnesota,7252,-638,18,7890,
MN-057,Hubbard County,Minnesota,9293,-696,23,9989,
MN-059,Isanti County,Minnesota,8065,-715,19,8780,
MN-061,Itasca County,Minnesota,9465,-811,20,10276,
MN-063,Jackson County,Minnesota,7580,-668,21,8248,
MN-065,Kanabec County,Minnesota,8352,-870,17,9222,
MN-067,Kandiyohi County,Minnesota,8025,-798,16,8823,
MN-069,Kittson County,Minnesota,9423,-1135,15,10558,
MN-071,Koochiching County,Minnesota,9783,-794,20,10577,
MN-073,Lac qui Parle County,Minnesota,7836,-674,21,8510,
MN-075,Lake County,Minnesota,9929,-735,17,10664,
MN-077,Lake of the Woods County,Minnesota,9793,-879,18,10672,
MN-079,Le Sueur County,Minnesota,7641,-550,24,8191,
MN-081,Lincoln County,Minnesota,8019,-611,22,8630,
MN-083,Lyon County,Minnesota,7794,-564,24,8358,
MN-085,McLeod County,Minnesota,7696,-778,16,8474,
MN-087,Mahnomen County,Minnesota,9605,-439,39,10044,
MN-089,Marshall County,Minnesota,9584,-743,20,10327,
MN-091,Martin County,Minnesota,7532,-590,22,8122,
MN-093,Meeker County,Minnesota,8072,-692,20,8764,
MN-095,Mille Lacs County,Minnesota,8302,-929,15,9231,
MN-097,Morrison County,Minnesota,8421,-849,18,9270,
MN-099,Mower County,Minnesota,7746,-683,19,8429,
MN-101,Murray County,Minnesota,7928,-536,23,8464,
MN-103,Nicollet County,Minnesota,7528,-617,22,8145,
MN-105,Nobles County,Minnesota,7792,-470,25,8262,
MN-107,Norman County,Minnesota,9314,-354,43,9668,
MN-109,Olmsted County,Minnesota,7765,-641,22,8406,
MN-111,Otter Tail County,Minnesota,8823,-734,20,9557,
MN-113,Pennington County,Minnesota,9767,-419,39,10186,
MN-115,Pine County,Minnesota,8585,-864,17,9449,
MN-117,Pipestone County,Minnesota,7924,-588,21,8512,
MN-119,Polk County,Minnesota,9492,-435,38,9927,
MN-121,Pope County,Minnesota,8276,-901,15,9177,
MN-123,Ramsey County,Minnesota,7514,-779,16,8293,
MN-125,Red Lake County,Minnesota,9694,-349,44,10043,
MN-127,Redwood County,Minnesota,7630,-627,20,8257,
MN-129,Renville County,Minnesota,7713,-685,19,8398,
MN-131,Rice County,Minnesota,7695,-601,23,8296,
MN-133,Rock County,Minnesota,7563,-619,20,8182,
MN-135,Roseau County,Minnesota,9673,-1040,16,10713,
MN-137,St. Louis County,Minnesota,9747,-760,21,10507,
MN-139,Scott County,Minnesota,7480,-711,15,8191,
MN-141,Sherburne County,Minnesota,8056,-741,20,8797,
MN-143,Sibley County,Minnesota,7528,-749,14,8277,
MN-145,Stearns County,Minnesota,8243,-821,18,9064,
MN-147,Steele County,Minnesota,7762,-614,22,8376,
MN-149,Stevens County,Minnesota,8156,-842,15,8998,
MN-151,Swift County,Minnesota,7950,-850,15,8800,
MN-153,Todd County,Minnesota,8619,-837,19,9456,
MN-155,Traverse County,Minnesota,8041,-874,14,8915,
MN-157,Wabasha County,Minnesota,7597,-617,21,8214,
MN-159,Wadena County,Minnesota,8907,-782,19,9689,
MN-161,Waseca County,Minnesota,7741,-488,29,8229,
MN-163,Washington County,Minnesota,7580,-763,18,8343,
MN-165,Watonwan County,Minnesota,7397,-739,17,8136,
MN-167,Wilkin County,Minnesota,8458,-737,19,9195,
MN-169,Winona County,Minnesota,7449,-688,19,8137,
MN-171,Wright County,Minnesota,7919,-753,20,8672,
MN-173,Yellow Medicine County,Minnesota,7749,-637,23,8386,
MS-001,Adams County,Mississippi,1599,-494,7,2093,
MS-003,Alcorn County,Mississippi,3003,-488,13,3491,
MS-005,Amite County,Mississippi,1488,-609,3,2097,
MS-007,Attala County,Mississippi,2162,-625,5,2787,
MS-009,Benton County,Mississippi,2945,-482,14,3427,
MS-011,Bolivar County,Mississippi,2419,-461,11,2880,
MS-013,Calhoun County,Mississippi,2482,-474,13,2956,
MS-015,Carroll County,Mississippi,2098,-734,3,2832,
MS-017,Chickasaw County,Mississippi,2448,-498,12,2946,
MS-019,Choctaw County,Mississippi,2361,-536,9,2897,
MS-021,Claiborne County,Mississippi,1699,-553,7,2252,
MS-023,Clarke County,Mississippi,1837,-545,5,2382,
MS-025,Clay County,Mississippi,2409,-433,15,2842,
MS-027,Coahoma County,Mississippi,2528,-516,10,3044,
MS-029,Copiah County,Mississippi,1679,-585,4,2264,
MS-031,Covington County,Mississippi,1713,-521,6,2234,
MS-033,DeSoto County,Mississippi,2767,-443,15,3210,
MS-035,Forrest County,Mississippi,1581,-488,8,2069,
MS-037,Franklin County,Mississippi,1567,-592,3,2159,
MS-039,George County,Mississippi,1412,-532,3,1944,
MS-041,Greene County,Mississippi,1569,-503,6,2072,
MS-043,Grenada County,Mississippi,2248,-632,5,2880,
MS-045,Hancock County,Mississippi,1285,-508,6,1793,
MS-047,Harrison County,Mississippi,1321,-478,4,1799,
MS-049,Hinds County,Mississippi,1794,-562,6,2356,
MS-051,Holmes County,Mississippi,2010,-641,6,2651,
MS-053,Humphreys County,Mississippi,1963,-626,6,2589,
MS-055,Issaquena County,Mississippi,1937,-556,6,2493,
MS-057,Itawamba County,Mississippi,2577,-582,9,3159,
MS-059,Jackson County,Mississippi,1249,-548,2,1797,
MS-061,Jasper County,Mississippi,1845,-566,4,2411,
MS-063,Jefferson County,Mississippi,1655,-545,6,2200,
MS-065,Jefferson Davis County,Mississippi,1660,-546,5,2206,
MS-067,Jones County,Mississippi,1735,-481,7,2216,
MS-069,Kemper County,Mississippi,2123,-520,9,2643,
MS-071,Lafayette County,Mississippi,2690,-407,16,3097,
MS-073,Lamar County,Mississippi,1583,-489,8,2072,
MS-075,Lauderdale County,Mississippi,1939,-604,5,2543,
MS-077,Lawrence County,Mississippi,1592,-581,2,2173,
MS-079,Leake County,Mississippi,2092,-581,5,2673,
MS-081,Lee County,Mississippi,2487,-610,5,3097,
MS-083,Leflore County,Mississippi,2049,-702,4,2751,
MS-085,Lincoln County,Mississippi,1606,-604,2,2210,
MS-087,Lowndes County,Mississippi,2363,-430,15,2793,
MS-089,Madison County,Mississippi,1980,-486,9,2466,
MS-091,Marion County,Mississippi,1520,-524,5,2044,
MS-093,Marshall County,Mississippi,2859,-446,15,3305,
MS-095,Monroe County,Mississippi,2456,-474,12,2930,
MS-097,Montgomery County,Mississippi,2241,-649,3,2890,
MS-099,Neshoba County,Mississippi,2093,-624,4,2717,
MS-101,Newton County,Mississippi,1929,-658,3,2587,
MS-103,Noxubee County,Mississippi,2236,-485,11,2721,
MS-105,Oktibbeha County,Mississippi,2384,-435,15,2819,
MS-107,Panola County,Mississippi,2621,-433,13,3054,
MS-109,Pearl River County,Mississippi,1425,-522,6,1947,
MS-111,Perry County,Mississippi,1569,-499,7,2068,
MS-113,Pike County,Mississippi,1489,-619,2,2108,
MS-115,Pontotoc County,Mississippi,2545,-539,8,3084,
MS-117,Prentiss County,Mississippi,2761,-571,8,3332,
MS-119,Quitman County,Mississippi,2507,-501,11,3008,
MS-121,Rankin County,Mississippi,1875,-559,5,2434,
MS-123,Scott County,Mississippi,1988,-589,6,2577,
MS-125,Sharkey County,Mississippi,1938,-586,6,2524,
MS-127,Simpson County,Mississippi,1768,-577,5,2345,
MS-129,Smith County,Mississippi,1836,-572,5,2408,
MS-131,Stone County,Mississippi,1444,-501,6,1945,
MS-133,Sunflower County,Mississippi,2171,-601,6,2772,
MS-135,Tallahatchie County,Mississippi,2289,-613,6,2902,
MS-137,Tate County,Mississippi,2718,-420,15,3138,
MS-139,Tippah County,Mississippi,2926,-504,12,3430,
MS-141,Tishomingo County,Mississippi,2878,-575,9,3453,
MS-143,Tunica County,Mississippi,2638,-467,13,3105,
MS-145,Union County,Mississippi,2667,-546,8,3213,
MS-147,Walthall County,Mississippi,1495,-577,2,2072,
MS-149,Warren County,Mississippi,1800,-542,7,2342,
MS-151,Washington County,Mississippi,2113,-551,7,2664,
MS-153,Wayne County,Mississippi,1777,-457,10,2234,
MS-155,Webster County,Mississippi,2414,-502,12,2916,
MS-157,Wilkinson County,Mississippi,1460,-531,7,1991,
MS-159,Winston County,Mississippi,2272,-545,8,2817,
MS-161,Yalobusha County,Mississippi,2498,-481,12,2979,
MS-163,Yazoo County,Mississippi,1920,-531,7,2451,
MO-001,Adair County,Missouri,5565,-521,20,6086,
