Parent,ParentFIPS,Child,ChildFIPS
"Abilene, TX (Metropolitan Statistical Area)","10180","Callahan, TX","48059"
"Abilene, TX (Metropolitan Statistical Area)","10180","Jones, TX","48253"
"Abilene, TX (Metropolitan Statistical Area)","10180","Taylor, TX","48441"
"Akron, OH (Metropolitan Statistical Area)","10420","Portage, OH","39133"
"Akron, OH (Metropolitan Statistical Area)","10420","Summit, OH","39153"
"Albany, GA (Metropolitan Statistical Area)","10500","Dougherty, GA","13095"
"Albany, GA (Metropolitan Statistical Area)","10500","Lee, GA","13177"
"Albany, GA (Metropolitan Statistical Area)","10500","Terrell, GA","13273"
"Albany, GA (Metropolitan Statistical Area)","10500","Worth, GA","13321"
"Albany-Lebanon, OR (Metropolitan Statistical Area)","10540","Linn, OR","41043"
"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)","10580","Albany, NY","36001"
"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)","10580","Rensselaer, NY","36083"
"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)","10580","Saratoga, NY","36091"
"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)","10580","Schenectady, NY","36093"
"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)","10580","Schoharie, NY","36095"
"Albuquerque, NM (Metropolitan Statistical Area)","10740","Bernalillo, NM","35001"
"Albuquerque, NM (Metropolitan Statistical Area)","10740","Sandoval, NM","35043"
"Albuquerque, NM (Metropolitan Statistical Area)","10740","Torrance, NM","35057"
"Albuquerque, NM (Metropolitan Statistical Area)","10740","Valencia, NM","35061"
"Alexandria, LA (Metropolitan Statistical Area)","10780","Grant, LA","22043"
"Alexandria, LA (Metropolitan Statistical Area)","10780","Rapides, LA","22079"
"Allentown-Bethlehem-Easton, PA-NJ (Metropolitan Statistical Area)","10900","Warren, NJ","34041"
"Allentown-Bethlehem-Easton, PA-NJ (Metropolitan Statistical Area)","10900","Carbon, PA","42025"
"Allentown-Bethlehem-Easton, PA-NJ (Metropolitan Statistical Area)","10900","Lehigh, PA","42077"
"Allentown-Bethlehem-Easton, PA-NJ (Metropolitan Statistical Area)","10900","Northampton, PA","42095"
"Altoona, PA (Metropolitan Statistical Area)","11020","Blair, PA","42013"
"Amarillo, TX (Metropolitan Statistical Area)","11100","Armstrong, TX","48011"
"Amarillo, TX (Metropolitan Statistical Area)","11100","Carson, TX","48065"
"Amarillo, TX (Metropolitan Statistical Area)","11100","Oldham, TX","48359"
"Amarillo, TX (Metropolitan Statistical Area)","11100","Potter, TX","48375"
"Amarillo, TX (Metropolitan Statistical Area)","11100","Randall, TX","48381"
"Ames, IA (Metropolitan Statistical Area)","11180","Boone, IA","19015"
"Ames, IA (Metropolitan Statistical Area)","11180","Story, IA","19169"
"Anchorage, AK (Metropolitan Statistical Area)","11260","Anchorage Municipality, AK","02020"
"Anchorage, AK (Metropolitan Statistical Area)","11260","Matanuska-Susitna Borough, AK","02170"
"Ann Arbor, MI (Metropolitan Statistical Area)","11460","Washtenaw, MI","26161"
"Anniston-Oxford, AL (Metropolitan Statistical Area)","11500","Calhoun, AL","01015"
"Appleton, WI (Metropolitan Statistical Area)","11540","Calumet, WI","55015"
"Appleton, WI (Metropolitan Statistical Area)","11540","Outagamie, WI","55087"
"Asheville, NC (Metropolitan Statistical Area)","11700","Buncombe, NC","37021"
"Asheville, NC (Metropolitan Statistical Area)","11700","Haywood, NC","37087"
"Asheville, NC (Metropolitan Statistical Area)","11700","Henderson, NC","37089"
"Asheville, NC (Metropolitan Statistical Area)","11700","Madison, NC","37115"
"Athens-Clarke County, GA (Metropolitan Statistical Area)","12020","Clarke, GA","13059"
"Athens-Clarke County, GA (Metropolitan Statistical Area)","12020","Madison, GA","13195"
"Athens-Clarke County, GA (Metropolitan Statistical Area)","12020","Oconee, GA","13219"
"Athens-Clarke County, GA (Metropolitan Statistical Area)","12020","Oglethorpe, GA","13221"
"Atlanta-Sandy Springs-Alpharetta, GA (Metropolitan Statistical Area)","12060","Barrow, GA","13013"
"Atlanta-Sandy Springs-Alpharetta, GA (Metropolitan Statistical Area)","12060","Bartow, GA","13015"
"Atlanta-Sandy Springs-Alpharetta, GA (Metropolitan Statistical Area)","12060","Butts, GA","13035"
"Atlanta-Sandy Springs-Alpharetta, GA (Metropolitan Statistical Area)","12060","Carroll, GA","13045"
"Atlanta-Sandy Springs-Alpharetta, GA (Metropolitan Statistical Area)","12060","Cherokee, GA","13057"
"Atlanta-Sandy Springs-Alpharetta, GA (Metropolitan Statistical Area)","12060","Clayton, GA","13063"
"Atlanta-Sandy Springs-Alpharetta, GA (Metropolitan Statistical Area)","12060","Cobb, GA","13067"
"Atlanta-Sandy Springs-Alpharetta, GA (Metropolitan Statistical Area)","12060","Coweta, GA","13077"
"Atlanta-Sandy Springs-Alpharetta, GA (Metropolitan Statistical Area)","12060","Dawson, GA","13085"
"Atlanta-Sandy Springs-Alpharetta, GA (Metropolitan Statistical Area)","12060","DeKalb, GA","13089"
"Atlanta-Sandy Springs-Alpharetta, GA (Metropolitan Statistical Area)","12060","Douglas, GA","13097"
"Atlanta-Sandy Springs-Alpharetta, GA (Metropolitan Statistical Area)","12060","Fayette, GA","13113"
"Atlanta-Sandy Springs-Alpharetta, GA (Metropolitan Statistical Area)","12060","Forsyth, GA","13117"
"Atlanta-Sandy Springs-Alpharetta, GA (Metropolitan Statistical Area)","12060","Fulton, GA","13121"
"Atlanta-Sandy Springs-Alpharetta, GA (Metropolitan Statistical Area)","12060","Gwinnett, GA","13135"
"Atlanta-Sandy Springs-Alpharetta, GA (Metropolitan Statistical Area)","12060","Haralson, GA","13143"
"Atlanta-Sandy Springs-Alpharetta, GA (Metropolitan Statistical Area)","12060","Heard, GA","13149"
"Atlanta-Sandy Springs-Alpharetta, GA (Metropolitan Statistical Area)","12060","Henry, GA","13151"
"Atlanta-Sandy Springs-Alpharetta, GA (Metropolitan Statistical Area)","12060","Jasper, GA","13159"
"Atlanta-Sandy Springs-Alpharetta, GA (Metropolitan Statistical Area)","12060","Lamar, GA","13171"
"Atlanta-Sandy Springs-Alpharetta, GA (Metropolitan Statistical Area)","12060","Meriwether, GA","13199"
"Atlanta-Sandy Springs-Alpharetta, GA (Metropolitan Statistical Area)","12060","Morgan, GA","13211"
"Atlanta-Sandy Springs-Alpharetta, GA (Metropolitan Statistical Area)","12060","Newton, GA","13217"
"Atlanta-Sandy Springs-Alpharetta, GA (Metropolitan Statistical Area)","12060","Paulding, GA","13223"
"Atlanta-Sandy Springs-Alpharetta, GA (Metropolitan Statistical Area)","12060","Pickens, GA","13227"
"Atlanta-Sandy Springs-Alpharetta, GA (Metropolitan Statistical Area)","12060","Pike, GA","13231"
"Atlanta-Sandy Springs-Alpharetta, GA (Metropolitan Statistical Area)","12060","Rockdale, GA","13247"
"Atlanta-Sandy Springs-Alpharetta, GA (Metropolitan Statistical Area)","12060","Spalding, GA","13255"
"Atlanta-Sandy Springs-Alpharetta, GA (Metropolitan Statistical Area)","12060","Walton, GA","13297"
"Atlantic City-Hammonton, NJ (Metropolitan Statistical Area)","12100","Atlantic, NJ","34001"
"Auburn-Opelika, AL (Metropolitan Statistical Area)","12220","Lee, AL","01081"
"Augusta-Richmond County, GA-SC (Metropolitan Statistical Area)","12260","Burke, GA","13033"
"Augusta-Richmond County, GA-SC (Metropolitan Statistical Area)","12260","Columbia, GA","13073"
"Augusta-Richmond County, GA-SC (Metropolitan Statistical Area)","12260","Lincoln, GA","13181"
"Augusta-Richmond County, GA-SC (Metropolitan Statistical Area)","12260","McDuffie, GA","13189"
"Augusta-Richmond County, GA-SC (Metropolitan Statistical Area)","12260","Richmond, GA","13245"
"Augusta-Richmond County, GA-SC (Metropolitan Statistical Area)","12260","Aiken, SC","45003"
"Augusta-Richmond County, GA-SC (Metropolitan Statistical Area)","12260","Edgefield, SC","45037"
"Austin-Round Rock-Georgetown, TX (Metropolitan Statistical Area)","12420","Bastrop, TX","48021"
"Austin-Round Rock-Georgetown, TX (Metropolitan Statistical Area)","12420","Caldwell, TX","48055"
"Austin-Round Rock-Georgetown, TX (Metropolitan Statistical Area)","12420","Hays, TX","48209"
"Austin-Round Rock-Georgetown, TX (Metropolitan Statistical Area)","12420","Travis, TX","48453"
"Austin-Round Rock-Georgetown, TX (Metropolitan Statistical Area)","12420","Williamson, TX","48491"
"Bakersfield, CA (Metropolitan Statistical Area)","12540","Kern, CA","06029"
"Baltimore-Columbia-Towson, MD (Metropolitan Statistical Area)","12580","Anne Arundel, MD","24003"
"Baltimore-Columbia-Towson, MD (Metropolitan Statistical Area)","12580","Baltimore, MD","24005"
"Baltimore-Columbia-Towson, MD (Metropolitan Statistical Area)","12580","Carroll, MD","24013"
"Baltimore-Columbia-Towson, MD (Metropolitan Statistical Area)","12580","Harford, MD","24025"
"Baltimore-Columbia-Towson, MD (Metropolitan Statistical Area)","12580","Howard, MD","24027"
"Baltimore-Columbia-Towson, MD (Metropolitan Statistical Area)","12580","Queen Anne's, MD","24035"
"Baltimore-Columbia-Towson, MD (Metropolitan Statistical Area)","12580","Baltimore (Independent City), MD","24510"
"Bangor, ME (Metropolitan Statistical Area)","12620","Penobscot, ME","23019"
"Barnstable Town, MA (Metropolitan Statistical Area)","12700","Barnstable, MA","25001"
"Baton Rouge, LA (Metropolitan Statistical Area)","12940","Ascension, LA","22005"
"Baton Rouge, LA (Metropolitan Statistical Area)","12940","Assumption, LA","22007"
"Baton Rouge, LA (Metropolitan Statistical Area)","12940","East Baton Rouge, LA","22033"
"Baton Rouge, LA (Metropolitan Statistical Area)","12940","East Feliciana, LA","22037"
"Baton Rouge, LA (Metropolitan Statistical Area)","12940","Iberville, LA","22047"
"Baton Rouge, LA (Metropolitan Statistical Area)","12940","Livingston, LA","22063"
"Baton Rouge, LA (Metropolitan Statistical Area)","12940","Pointe Coupee, LA","22077"
"Baton Rouge, LA (Metropolitan Statistical Area)","12940","St. Helena, LA","22091"
"Baton Rouge, LA (Metropolitan Statistical Area)","12940","West Baton Rouge, LA","22121"
"Baton Rouge, LA (Metropolitan Statistical Area)","12940","West Feliciana, LA","22125"
"Battle Creek, MI (Metropolitan Statistical Area)","12980","Calhoun, MI","26025"
"Bay City, MI (Metropolitan Statistical Area)","13020","Bay, MI","26017"
"Beaumont-Port Arthur, TX (Metropolitan Statistical Area)","13140","Hardin, TX","48199"
"Beaumont-Port Arthur, TX (Metropolitan Statistical Area)","13140","Jefferson, TX","48245"
"Beaumont-Port Arthur, TX (Metropolitan Statistical Area)","13140","Orange, TX","48361"
"Beckley, WV (Metropolitan Statistical Area)","13220","Fayette, WV","54019"
"Beckley, WV (Metropolitan Statistical Area)","13220","Raleigh, WV","54081"
"Bellingham, WA (Metropolitan Statistical Area)","13380","Whatcom, WA","53073"
"Bend, OR (Metropolitan Statistical Area)","13460","Deschutes, OR","41017"
"Billings, MT (Metropolitan Statistical Area)","13740","Carbon, MT","30009"
"Billings, MT (Metropolitan Statistical Area)","13740","Stillwater, MT","30095"
"Billings, MT (Metropolitan Statistical Area)","13740","Yellowstone, MT","30111"
"Binghamton, NY (Metropolitan Statistical Area)","13780","Broome, NY","36007"
"Binghamton, NY (Metropolitan Statistical Area)","13780","Tioga, NY","36107"
"Birmingham-Hoover, AL (Metropolitan Statistical Area)","13820","Bibb, AL","01007"
"Birmingham-Hoover, AL (Metropolitan Statistical Area)","13820","Blount, AL","01009"
"Birmingham-Hoover, AL (Metropolitan Statistical Area)","13820","Chilton, AL","01021"
"Birmingham-Hoover, AL (Metropolitan Statistical Area)","13820","Jefferson, AL","01073"
"Birmingham-Hoover, AL (Metropolitan Statistical Area)","13820","St. Clair, AL","01115"
"Birmingham-Hoover, AL (Metropolitan Statistical Area)","13820","Shelby, AL","01117"
"Bismarck, ND (Metropolitan Statistical Area)","13900","Burleigh, ND","38015"
"Bismarck, ND (Metropolitan Statistical Area)","13900","Morton, ND","38059"
"Bismarck, ND (Metropolitan Statistical Area)","13900","Oliver, ND","38065"
"Blacksburg-Christiansburg, VA (Metropolitan Statistical Area)","13980","Giles, VA","51071"
"Blacksburg-Christiansburg, VA (Metropolitan Statistical Area)","13980","Pulaski, VA","51155"
"Blacksburg-Christiansburg, VA (Metropolitan Statistical Area)","13980","Montgomery + Radford, VA","51933"
"Bloomington, IL (Metropolitan Statistical Area)","14010","McLean, IL","17113"
"Bloomington, IN (Metropolitan Statistical Area)","14020","Monroe, IN","18105"
"Bloomington, IN (Metropolitan Statistical Area)","14020","Owen, IN","18119"
"Bloomsburg-Berwick, PA (Metropolitan Statistical Area)","14100","Columbia, PA","42037"
"Bloomsburg-Berwick, PA (Metropolitan Statistical Area)","14100","Montour, PA","42093"
"Boise City, ID (Metropolitan Statistical Area)","14260","Ada, ID","16001"
"Boise City, ID (Metropolitan Statistical Area)","14260","Boise, ID","16015"
"Boise City, ID (Metropolitan Statistical Area)","14260","Canyon, ID","16027"
"Boise City, ID (Metropolitan Statistical Area)","14260","Gem, ID","16045"
"Boise City, ID (Metropolitan Statistical Area)","14260","Owyhee, ID","16073"
"Boston-Cambridge-Newton, MA-NH (Metropolitan Statistical Area)","14460","Essex, MA","25009"
"Boston-Cambridge-Newton, MA-NH (Metropolitan Statistical Area)","14460","Middlesex, MA","25017"
"Boston-Cambridge-Newton, MA-NH (Metropolitan Statistical Area)","14460","Norfolk, MA","25021"
"Boston-Cambridge-Newton, MA-NH (Metropolitan Statistical Area)","14460","Plymouth, MA","25023"
"Boston-Cambridge-Newton, MA-NH (Metropolitan Statistical Area)","14460","Suffolk, MA","25025"
"Boston-Cambridge-Newton, MA-NH (Metropolitan Statistical Area)","14460","Rockingham, NH","33015"
"Boston-Cambridge-Newton, MA-NH (Metropolitan Statistical Area)","14460","Strafford, NH","33017"
"Boulder, CO (Metropolitan Statistical Area)","14500","Boulder, CO","08013"
"Bowling Green, KY (Metropolitan Statistical Area)","14540","Allen, KY","21003"
"Bowling Green, KY (Metropolitan Statistical Area)","14540","Butler, KY","21031"
"Bowling Green, KY (Metropolitan Statistical Area)","14540","Edmonson, KY","21061"
"Bowling Green, KY (Metropolitan Statistical Area)","14540","Warren, KY","21227"
"Bremerton-Silverdale-Port Orchard, WA (Metropolitan Statistical Area)","14740","Kitsap, WA","53035"
"Bridgeport-Stamford-Norwalk, CT (Metropolitan Statistical Area)","14860","Fairfield, CT","09001"
"Brownsville-Harlingen, TX (Metropolitan Statistical Area)","15180","Cameron, TX","48061"
"Brunswick, GA (Metropolitan Statistical Area)","15260","Brantley, GA","13025"
"Brunswick, GA (Metropolitan Statistical Area)","15260","Glynn, GA","13127"
"Brunswick, GA (Metropolitan Statistical Area)","15260","McIntosh, GA","13191"
"Buffalo-Cheektowaga, NY (Metropolitan Statistical Area)","15380","Erie, NY","36029"
"Buffalo-Cheektowaga, NY (Metropolitan Statistical Area)","15380","Niagara, NY","36063"
"Burlington, NC (Metropolitan Statistical Area)","15500","Alamance, NC","37001"
"Burlington-South Burlington, VT (Metropolitan Statistical Area)","15540","Chittenden, VT","50007"
"Burlington-South Burlington, VT (Metropolitan Statistical Area)","15540","Franklin, VT","50011"
"Burlington-South Burlington, VT (Metropolitan Statistical Area)","15540","Grand Isle, VT","50013"
"California-Lexington Park, MD (Metropolitan Statistical Area)","15680","St. Mary's, MD","24037"
"Canton-Massillon, OH (Metropolitan Statistical Area)","15940","Carroll, OH","39019"
"Canton-Massillon, OH (Metropolitan Statistical Area)","15940","Stark, OH","39151"
"Cape Coral-Fort Myers, FL (Metropolitan Statistical Area)","15980","Lee, FL","12071"
"Cape Girardeau, MO-IL (Metropolitan Statistical Area)","16020","Alexander, IL","17003"
"Cape Girardeau, MO-IL (Metropolitan Statistical Area)","16020","Bollinger, MO","29017"
"Cape Girardeau, MO-IL (Metropolitan Statistical Area)","16020","Cape Girardeau, MO","29031"
"Carbondale-Marion, IL (Metropolitan Statistical Area)","16060","Jackson, IL","17077"
"Carbondale-Marion, IL (Metropolitan Statistical Area)","16060","Johnson, IL","17087"
"Carbondale-Marion, IL (Metropolitan Statistical Area)","16060","Williamson, IL","17199"
"Carson City, NV (Metropolitan Statistical Area)","16180","Carson City (Independent City), NV","32510"
"Casper, WY (Metropolitan Statistical Area)","16220","Natrona, WY","56025"
"Cedar Rapids, IA (Metropolitan Statistical Area)","16300","Benton, IA","19011"
"Cedar Rapids, IA (Metropolitan Statistical Area)","16300","Jones, IA","19105"
"Cedar Rapids, IA (Metropolitan Statistical Area)","16300","Linn, IA","19113"
"Chambersburg-Waynesboro, PA (Metropolitan Statistical Area)","16540","Franklin, PA","42055"
"Champaign-Urbana, IL (Metropolitan Statistical Area)","16580","Champaign, IL","17019"
"Champaign-Urbana, IL (Metropolitan Statistical Area)","16580","Piatt, IL","17147"
"Charleston, WV (Metropolitan Statistical Area)","16620","Boone, WV","54005"
"Charleston, WV (Metropolitan Statistical Area)","16620","Clay, WV","54015"
"Charleston, WV (Metropolitan Statistical Area)","16620","Jackson, WV","54035"
"Charleston, WV (Metropolitan Statistical Area)","16620","Kanawha, WV","54039"
"Charleston, WV (Metropolitan Statistical Area)","16620","Lincoln, WV","54043"
"Charleston-North Charleston, SC (Metropolitan Statistical Area)","16700","Berkeley, SC","45015"
"Charleston-North Charleston, SC (Metropolitan Statistical Area)","16700","Charleston, SC","45019"
"Charleston-North Charleston, SC (Metropolitan Statistical Area)","16700","Dorchester, SC","45035"
"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)","16740","Anson, NC","37007"
"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)","16740","Cabarrus, NC","37025"
"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)","16740","Gaston, NC","37071"
"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)","16740","Iredell, NC","37097"
"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)","16740","Lincoln, NC","37109"
"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)","16740","Mecklenburg, NC","37119"
"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)","16740","Rowan, NC","37159"
"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)","16740","Union, NC","37179"
"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)","16740","Chester, SC","45023"
"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)","16740","Lancaster, SC","45057"
"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)","16740","York, SC","45091"
"Charlottesville, VA (Metropolitan Statistical Area)","16820","Fluvanna, VA","51065"
"Charlottesville, VA (Metropolitan Statistical Area)","16820","Greene, VA","51079"
"Charlottesville, VA (Metropolitan Statistical Area)","16820","Nelson, VA","51125"
"Charlottesville, VA (Metropolitan Statistical Area)","16820","Albemarle + Charlottesville, VA","51901"
"Chattanooga, TN-GA (Metropolitan Statistical Area)","16860","Catoosa, GA","13047"
"Chattanooga, TN-GA (Metropolitan Statistical Area)","16860","Dade, GA","13083"
"Chattanooga, TN-GA (Metropolitan Statistical Area)","16860","Walker, GA","13295"
"Chattanooga, TN-GA (Metropolitan Statistical Area)","16860","Hamilton, TN","47065"
"Chattanooga, TN-GA (Metropolitan Statistical Area)","16860","Marion, TN","47115"
"Chattanooga, TN-GA (Metropolitan Statistical Area)","16860","Sequatchie, TN","47153"
"Cheyenne, WY (Metropolitan Statistical Area)","16940","Laramie, WY","56021"
"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)","16980","Cook, IL","17031"
"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)","16980","DeKalb, IL","17037"
"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)","16980","DuPage, IL","17043"
"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)","16980","Grundy, IL","17063"
"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)","16980","Kane, IL","17089"
"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)","16980","Kendall, IL","17093"
"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)","16980","Lake, IL","17097"
"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)","16980","McHenry, IL","17111"
"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)","16980","Will, IL","17197"
"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)","16980","Jasper, IN","18073"
"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)","16980","Lake, IN","18089"
"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)","16980","Newton, IN","18111"
"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)","16980","Porter, IN","18127"
"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)","16980","Kenosha, WI","55059"
"Chico, CA (Metropolitan Statistical Area)","17020","Butte, CA","06007"
"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)","17140","Dearborn, IN","18029"
"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)","17140","Franklin, IN","18047"
"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)","17140","Ohio, IN","18115"
"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)","17140","Union, IN","18161"
"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)","17140","Boone, KY","21015"
"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)","17140","Bracken, KY","21023"
"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)","17140","Campbell, KY","21037"
"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)","17140","Gallatin, KY","21077"
"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)","17140","Grant, KY","21081"
"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)","17140","Kenton, KY","21117"
"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)","17140","Pendleton, KY","21191"
"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)","17140","Brown, OH","39015"
"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)","17140","Butler, OH","39017"
"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)","17140","Clermont, OH","39025"
"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)","17140","Hamilton, OH","39061"
"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)","17140","Warren, OH","39165"
"Clarksville, TN-KY (Metropolitan Statistical Area)","17300","Christian, KY","21047"
"Clarksville, TN-KY (Metropolitan Statistical Area)","17300","Trigg, KY","21221"
"Clarksville, TN-KY (Metropolitan Statistical Area)","17300","Montgomery, TN","47125"
"Clarksville, TN-KY (Metropolitan Statistical Area)","17300","Stewart, TN","47161"
"Cleveland, TN (Metropolitan Statistical Area)","17420","Bradley, TN","47011"
"Cleveland, TN (Metropolitan Statistical Area)","17420","Polk, TN","47139"
"Cleveland-Elyria, OH (Metropolitan Statistical Area)","17460","Cuyahoga, OH","39035"
"Cleveland-Elyria, OH (Metropolitan Statistical Area)","17460","Geauga, OH","39055"
"Cleveland-Elyria, OH (Metropolitan Statistical Area)","17460","Lake, OH","39085"
"Cleveland-Elyria, OH (Metropolitan Statistical Area)","17460","Lorain, OH","39093"
"Cleveland-Elyria, OH (Metropolitan Statistical Area)","17460","Medina, OH","39103"
"Coeur d'Alene, ID (Metropolitan Statistical Area)","17660","Kootenai, ID","16055"
"College Station-Bryan, TX (Metropolitan Statistical Area)","17780","Brazos, TX","48041"
"College Station-Bryan, TX (Metropolitan Statistical Area)","17780","Burleson, TX","48051"
"College Station-Bryan, TX (Metropolitan Statistical Area)","17780","Robertson, TX","48395"
"Colorado Springs, CO (Metropolitan Statistical Area)","17820","El Paso, CO","08041"
"Colorado Springs, CO (Metropolitan Statistical Area)","17820","Teller, CO","08119"
"Columbia, MO (Metropolitan Statistical Area)","17860","Boone, MO","29019"
"Columbia, MO (Metropolitan Statistical Area)","17860","Cooper, MO","29053"
"Columbia, MO (Metropolitan Statistical Area)","17860","Howard, MO","29089"
"Columbia, SC (Metropolitan Statistical Area)","17900","Calhoun, SC","45017"
"Columbia, SC (Metropolitan Statistical Area)","17900","Fairfield, SC","45039"
"Columbia, SC (Metropolitan Statistical Area)","17900","Kershaw, SC","45055"
"Columbia, SC (Metropolitan Statistical Area)","17900","Lexington, SC","45063"
"Columbia, SC (Metropolitan Statistical Area)","17900","Richland, SC","45079"
"Columbia, SC (Metropolitan Statistical Area)","17900","Saluda, SC","45081"
"Columbus, GA-AL (Metropolitan Statistical Area)","17980","Russell, AL","01113"
"Columbus, GA-AL (Metropolitan Statistical Area)","17980","Chattahoochee, GA","13053"
"Columbus, GA-AL (Metropolitan Statistical Area)","17980","Harris, GA","13145"
"Columbus, GA-AL (Metropolitan Statistical Area)","17980","Marion, GA","13197"
"Columbus, GA-AL (Metropolitan Statistical Area)","17980","Muscogee, GA","13215"
"Columbus, GA-AL (Metropolitan Statistical Area)","17980","Stewart, GA","13259"
"Columbus, GA-AL (Metropolitan Statistical Area)","17980","Talbot, GA","13263"
"Columbus, IN (Metropolitan Statistical Area)","18020","Bartholomew, IN","18005"
"Columbus, OH (Metropolitan Statistical Area)","18140","Delaware, OH","39041"
"Columbus, OH (Metropolitan Statistical Area)","18140","Fairfield, OH","39045"
"Columbus, OH (Metropolitan Statistical Area)","18140","Franklin, OH","39049"
"Columbus, OH (Metropolitan Statistical Area)","18140","Hocking, OH","39073"
"Columbus, OH (Metropolitan Statistical Area)","18140","Licking, OH","39089"
"Columbus, OH (Metropolitan Statistical Area)","18140","Madison, OH","39097"
"Columbus, OH (Metropolitan Statistical Area)","18140","Morrow, OH","39117"
"Columbus, OH (Metropolitan Statistical Area)","18140","Perry, OH","39127"
"Columbus, OH (Metropolitan Statistical Area)","18140","Pickaway, OH","39129"
"Columbus, OH (Metropolitan Statistical Area)","18140","Union, OH","39159"
"Corpus Christi, TX (Metropolitan Statistical Area)","18580","Nueces, TX","48355"
"Corpus Christi, TX (Metropolitan Statistical Area)","18580","San Patricio, TX","48409"
"Corvallis, OR (Metropolitan Statistical Area)","18700","Benton, OR","41003"
"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)","18880","Okaloosa, FL","12091"
"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)","18880","Walton, FL","12131"
"Cumberland, MD-WV (Metropolitan Statistical Area)","19060","Allegany, MD","24001"
"Cumberland, MD-WV (Metropolitan Statistical Area)","19060","Mineral, WV","54057"
"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)","19100","Collin, TX","48085"
"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)","19100","Dallas, TX","48113"
"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)","19100","Denton, TX","48121"
"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)","19100","Ellis, TX","48139"
"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)","19100","Hunt, TX","48231"
"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)","19100","Johnson, TX","48251"
"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)","19100","Kaufman, TX","48257"
"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)","19100","Parker, TX","48367"
"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)","19100","Rockwall, TX","48397"
"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)","19100","Tarrant, TX","48439"
"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)","19100","Wise, TX","48497"
"Dalton, GA (Metropolitan Statistical Area)","19140","Murray, GA","13213"
